uniprot_id,gene_id,gene_name,length,location,original_locations
Q04347,YMR014W,BUD22,519,Nucleus,Nucleus
Q04368,YMR025W,CSI1,295,Nucleus,Cytoplasm; Nucleus
Q04383,YDR501W,PLM2,521,Nucleus,Nucleus
Q04412,YDR524C,AGE1,482,Cytoplasm,Cytoplasm
Q04433,YDR534C,FIT1,528,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q04471,YMR114C,,368,Nucleus,Chromosome
Q04487,YMR118C,SHH3,196,Mitochondria,Mitochondrion inner membrane
Q04545,YML081W,TDA9,1251,Nucleus,Nucleus
Q04549,YDR106W,ARP10,284,Cytoplasm,"Cytoplasm, cytoskeleton"
Q04562,YDR107C,TMN2,672,Membrane_Secretory,Vacuole membrane
Q04599,YDR116C,MRPL1,285,Mitochondria,Mitochondrion
Q04658,YML066C,SMA2,369,Membrane_Secretory,Prospore membrane; Endoplasmic reticulum
Q04675,YMR059W,SEN15,128,Nucleus,Nucleus; Endomembrane system; Mitochondrion outer membrane
Q04697,YML048W,GSF2,403,Membrane_Secretory,Endoplasmic reticulum membrane
Q04751,YMR069W,NAT4,285,Nucleus,Nucleus; Cytoplasm
Q04895,YIR028W,DAL4,635,Membrane_Secretory,Membrane
Q04902,YMR322C,SNO4,237,Cytoplasm,"Cytoplasm, P-body"
Q04934,YDR229W,IVY1,453,Membrane_Secretory,Vacuole membrane
Q04949,YMR299C,DYN3,312,Cytoplasm,"Cytoplasm, cytoskeleton"
Q04952,YMR306W,FKS3,1785,Mitochondria,Mitochondrion; Membrane
Q05024,YMR233W,TRI1,226,Nucleus,"Cytoplasm; Nucleus; Nucleus, nucleolus"
Q05043,YMR030W,RSF1,376,Nucleus,Cytoplasm; Nucleus; Mitochondrion
Q05131,YMR034C,RCH1,434,Membrane_Secretory,Cell membrane; Bud neck
Q05468,YDR333C,RQC1,723,Cytoplasm,Cytoplasm
Q05473,YDR336W,MRX8,314,Mitochondria,Mitochondrion
Q05506,YDR341C,,607,Cytoplasm,"Cytoplasm; Cytoplasm, cytosol"
Q05518,YDR348C,PAL1,499,Membrane_Secretory,Cell membrane
Q05541,YDR288W,NSE3,303,Nucleus,Nucleus; Cytoplasm
Q05610,YDR273W,DON1,365,Other,Prospore membrane
Q05635,YDR279W,RNH202,350,Nucleus,Nucleus
Q05670,YMR232W,FUS2,677,Other,Cell tip
Q05778,YLR199C,PBA1,276,Cytoplasm,Cytoplasm
Q05779,YLR201C,COQ9,260,Mitochondria,Mitochondrion inner membrane
Q05790,YLR213C,CRR1,422,Other,Spore wall
Q05809,YLR218C,COA4,96,Mitochondria,Mitochondrion inner membrane; Mitochondrion intermembrane space
Q05874,YLR285W,NNT1,261,Cytoplasm,Cytoplasm
Q05892,YLR290C,COQ11,277,Mitochondria,Mitochondrion
Q05924,YLR361C,DCR2,578,Cytoplasm,Cytoplasm
Q05926,YLR364W,GRX8,109,Cytoplasm,Cytoplasm
Q05942,YLR221C,RSA3,220,Nucleus,"Nucleus, nucleolus"
Q05998,YLR237W,THI7,598,Membrane_Secretory,Membrane
Q06001,YLR238W,FAR10,478,Membrane_Secretory,Membrane
Q06005,YLR239C,LIP2,328,Mitochondria,Mitochondrion
Q06071,YLR408C,BLS1,122,Membrane_Secretory,Endosome
Q06090,YPR100W,MRPL51,140,Mitochondria,Mitochondrion
Q06091,YPR101W,SNT309,175,Nucleus,Nucleus
Q06104,YPR109W,GLD1,294,Membrane_Secretory,Golgi apparatus membrane; Endosome membrane
Q06109,YPR116W,RRG8,277,Mitochondria,Mitochondrion
Q06137,YLR345W,,509,Cytoplasm,Cytoplasm
Q06149,YLR266C,PDR8,701,Nucleus,Cytoplasm; Nucleus
Q06169,YLR324W,PEX30,523,Membrane_Secretory,Peroxisome membrane
Q06179,YLR454W,FMP27,2628,Mitochondria,Cell membrane; Endoplasmic reticulum membrane; Mitochondrion membrane
Q06208,YLR453C,RIF2,395,Nucleus,"Nucleus; Chromosome, telomere"
Q06236,YLR164W,SHH4,168,Mitochondria,Mitochondrion inner membrane
Q06244,YLR165C,PUS5,254,Mitochondria,Mitochondrion
Q06315,YLR187W,SKG3,1026,Membrane_Secretory,Cytoplasm; Bud neck; Cell membrane
Q06325,YDR349C,YPS7,596,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum membrane
Q06336,YDR358W,GGA1,557,Other,"Golgi apparatus, trans-Golgi network"
Q06338,YDR361C,BCP1,283,Nucleus,Cytoplasm; Nucleus
Q06350,YDR371W,CTS2,511,Membrane_Secretory,Secreted
Q06405,YDR377W,ATP17,101,Mitochondria,Mitochondrion; Mitochondrion inner membrane
Q06417,YLR426W,TDA5,326,Mitochondria,Mitochondrion membrane
Q06436,YLR427W,MAG2,670,Cytoplasm,Cytoplasm
Q06451,YPR156C,TPO3,622,Membrane_Secretory,Cell membrane
Q06489,YPR118W,MRI1,411,Nucleus,Cytoplasm; Nucleus
Q06511,YPR143W,RRP15,250,Nucleus,"Nucleus, nucleolus"
Q06525,YPR152C,URN1,465,Nucleus,Nucleus
Q06538,YLR241W,CSC1,782,Membrane_Secretory,Membrane
Q06567,YLR253W,MCP2,569,Mitochondria,Mitochondrion; Mitochondrion inner membrane
Q06568,YLR254C,NDL1,189,Nucleus,"Nucleus; Cytoplasm, cytoskeleton"
Q06665,YDR314C,RAD34,692,Nucleus,Nucleus
Q06667,YDR315C,IPK1,281,Nucleus,Nucleus
Q06668,YDR316W,OMS1,471,Mitochondria,Mitochondrion inner membrane
Q06682,YDR330W,UBX5,500,Nucleus,Nucleus; Cytoplasm
Q06683,YDR332W,IRC3,689,Mitochondria,Mitochondrion
Q06702,YLR307W,CDA1,301,Other,Prospore
Q06709,YLR387C,REH1,432,Cytoplasm,Cytoplasm
Q06815,YPR079W,MRL1,381,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
Q06819,YPR082C,DIB1,143,Nucleus,Nucleus
Q06835,YPR094W,RDS3,107,Nucleus,Nucleus
Q06839,YPR097W,LEC1,1073,Membrane_Secretory,Endoplasmic reticulum membrane; Lipid droplet
Q06991,YLR414C,PUN1,263,Membrane_Secretory,Cell membrane
Q07395,YDL063C,SYO1,620,Nucleus,Cytoplasm; Nucleus
Q07458,YDL076C,RXT3,294,Nucleus,Nucleus
Q07500,YDL085W,NDE2,545,Mitochondria,Mitochondrion intermembrane space
Q07527,YDL112W,TRM3,1436,Cytoplasm,Cytoplasm
Q07534,YDL119C,HEM25,307,Mitochondria,Mitochondrion; Mitochondrion inner membrane
Q07541,YDL121C,EXP1,149,Membrane_Secretory,"Endoplasmic reticulum membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane; Cytoplasmic vesicle, COPII-coated vesicle membrane; Golgi apparatus membrane"
Q07729,YDL238C,GUD1,489,Cytoplasm,Cytoplasm
Q07799,YLL007C,LMO1,665,Mitochondria,Cytoplasm; Mitochondrion
Q07844,YLL034C,RIX7,837,Nucleus,"Nucleus, nucleolus"
Q07949,YLR019W,PSR2,397,Membrane_Secretory,Cell membrane
Q07980,YLR035C,MLH2,695,Nucleus,Nucleus
Q08003,YLR073C,RFU1,200,Membrane_Secretory,Endosome
Q08058,YOL008W,COQ10,207,Mitochondria,Mitochondrion inner membrane
Q08119,YOL017W,ESC8,714,Nucleus,Cytoplasm; Nucleus
Q08157,YOL019W,TOS7,551,Membrane_Secretory,Vacuole membrane; Cell membrane
Q08176,YOL026C,MIM1,113,Mitochondria,Mitochondrion outer membrane
Q08219,YOL048C,RRT8,342,Membrane_Secretory,Prospore membrane; Lipid droplet; Spore wall
Q08232,YOL073C,DSC2,322,Membrane_Secretory,Membrane
Q08237,YOL080C,REX4,289,Nucleus,Nucleus
Q08269,YOL130W,ALR1,859,Membrane_Secretory,Cell membrane
Q08271,YOL132W,GAS4,471,Membrane_Secretory,Cell membrane
Q08299,YOL158C,ENB1,606,Membrane_Secretory,Endosome membrane
Q08409,YOR011W,AUS1,1394,Membrane_Secretory,Membrane
Q08421,YOR051C,ETT1,412,Nucleus,Nucleus
Q08457,YOR060C,SLD7,257,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, spindle pole"
Q08485,YOR071C,NRT1,598,Membrane_Secretory,Cell membrane
Q08553,YOR179C,SYC1,188,Nucleus,Nucleus
Q08579,YOR192C,THI72,599,Membrane_Secretory,Membrane
Q08580,YOR193W,PEX27,376,Membrane_Secretory,Peroxisome membrane
Q08622,YOR205C,GEP3,556,Mitochondria,Mitochondrion
Q08673,YOR247W,SRL1,210,Membrane_Secretory,"Secreted, cell wall; Cell surface"
Q08726,YOR262W,GPN2,347,Cytoplasm,Cytoplasm
Q08732,YOR267C,HRK1,759,Cytoplasm,Cytoplasm
Q08742,YOR286W,RDL2,149,Mitochondria,Mitochondrion
Q08745,YOR293W,RPS10A,105,Cytoplasm,Cytoplasm
Q08817,YOR353C,SOG2,791,Cytoplasm,Cytoplasm
Q08822,YOR356W,CIR2,631,Mitochondria,Mitochondrion inner membrane
Q08902,YOR378W,AMF1,515,Membrane_Secretory,Cell membrane
Q08906,YOR382W,FIT2,153,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q08908,YOR384W,FRE5,694,Membrane_Secretory,Cell membrane
Q08911,YOR388C,FDH1,376,Cytoplasm,Cytoplasm
Q08913,YOR390W,FEX1,375,Membrane_Secretory,Cell membrane
Q08914,YOR391C,HSP33,237,Cytoplasm,"Cytoplasm, P-body"
Q08929,YPL189W,GUP2,609,Membrane_Secretory,Endoplasmic reticulum membrane
Q08952,YPL196W,OXR1,273,Mitochondria,Mitochondrion
Q08954,YPL199C,NBR9,240,Cytoplasm,Cytoplasm
Q08961,YPL208W,RKM1,583,Nucleus,Cytoplasm; Nucleus
Q08966,YPL219W,PCL8,492,Nucleus,Cytoplasm; Nucleus
Q08970,YPL224C,MMT2,484,Mitochondria,Mitochondrion membrane
Q08977,YPL260W,CUB1,551,Nucleus,Cytoplasm; Nucleus
Q08991,YPL279C,FEX2,375,Membrane_Secretory,Cell membrane
Q12000,YOR091W,TMA46,345,Cytoplasm,Cytoplasm
Q12001,YOR002W,ALG6,544,Membrane_Secretory,Endoplasmic reticulum membrane
Q12008,YDL021W,GPM2,311,Cytoplasm,Cytoplasm
Q12013,YOR034C,AKR2,749,Membrane_Secretory,Membrane
Q12016,YOL129W,VPS68,184,Mitochondria,Vacuole membrane; Mitochondrion
Q12025,YDR056C,EMC10,205,Membrane_Secretory,Endoplasmic reticulum membrane
Q12029,YOR271C,FSF1,327,Mitochondria,Mitochondrion membrane
Q12031,YPR006C,ICL2,575,Mitochondria,Mitochondrion matrix
Q12035,YLR051C,FCF2,217,Nucleus,"Nucleus, nucleolus"
Q12066,YDL089W,NUR1,484,Nucleus,Nucleus membrane
Q12067,YOR079C,ATX2,313,Membrane_Secretory,Golgi apparatus membrane
Q12069,YDL036C,PUS9,462,Mitochondria,Mitochondrion
Q12072,YLR095C,IOC2,812,Nucleus,Nucleus
Q12078,YLR034C,SMF3,473,Membrane_Secretory,Vacuole membrane; Endoplasmic reticulum membrane
Q12084,YDR020C,DAS2,232,Nucleus,Cytoplasm; Nucleus
Q12086,YDR263C,DIN7,430,Nucleus,Nucleus
Q12090,YLR107W,REX3,404,Nucleus,Cytoplasm; Nucleus
Q12096,YOR320C,GNT1,491,Membrane_Secretory,Golgi apparatus membrane; Vacuole membrane
Q12104,YOR166C,SWT1,458,Nucleus,Nucleus
Q12107,YLR102C,APC9,265,Nucleus,Cytoplasm; Nucleus
Q12122,YDL131W,LYS21,440,Mitochondria,Mitochondrion
Q12125,YOR164C,GET4,312,Cytoplasm,Cytoplasm
Q12132,YPL230W,USV1,391,Nucleus,Nucleus
Q12133,YLR066W,SPC3,184,Membrane_Secretory,Endoplasmic reticulum membrane
Q12153,YDR312W,SSF2,453,Nucleus,"Nucleus, nucleolus"
Q12163,YDR162C,NBP2,236,Cytoplasm,Cytoplasm
Q12165,YDL004W,ATP16,160,Mitochondria,Mitochondrion; Mitochondrion inner membrane
Q12171,YOR147W,MDM32,622,Mitochondria,Mitochondrion inner membrane
Q12172,YOR162C,YRR1,810,Nucleus,Cytoplasm; Nucleus
Q12180,YOL089C,HAL9,1030,Nucleus,Cytoplasm; Nucleus
Q12185,YDR018C,,396,Membrane_Secretory,Membrane
Q12192,YOR279C,RFM1,310,Nucleus,Nucleus
Q12199,YPR040W,TIP41,356,Nucleus,Cytoplasm; Nucleus
Q12204,YOR022C,,715,Mitochondria,Mitochondrion
Q12205,YLR057W,MNL2,849,Membrane_Secretory,Endoplasmic reticulum membrane
Q12209,YLR047C,FRE8,686,Membrane_Secretory,Membrane
Q12215,YOL105C,WSC3,556,Membrane_Secretory,Membrane
Q12218,YOR009W,TIR4,487,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q12219,YOR114W,CIM1,294,Mitochondria,Mitochondrion matrix
Q12232,YOR154W,SLP1,587,Membrane_Secretory,Endoplasmic reticulum membrane
Q12233,YPR020W,ATP20,115,Mitochondria,Mitochondrion membrane
Q12234,YOR216C,RUD3,484,Other,Golgi apparatus lumen
Q12235,YLL055W,YCT1,531,Membrane_Secretory,Cell membrane; Endoplasmic reticulum membrane
Q12270,YPL246C,RBD2,262,Membrane_Secretory,"Golgi apparatus membrane; Golgi apparatus, cis-Golgi network membrane"
Q12276,YOR227W,HER1,1246,Cytoplasm,Cytoplasm
Q12283,YOR221C,MCT1,360,Mitochondria,Mitochondrion
Q12286,YPR009W,SUT2,268,Nucleus,Nucleus
Q12289,YOR100C,CRC1,327,Mitochondria,Mitochondrion inner membrane
Q12296,YOL060C,MAM3,706,Membrane_Secretory,Vacuole membrane
Q12325,YLR092W,SUL2,893,Membrane_Secretory,Membrane
Q12335,YDR032C,PST2,198,Membrane_Secretory,Secreted
Q12338,YLR154C,RNH203,110,Nucleus,Cytoplasm; Nucleus
Q12342,YDL146W,LDB17,491,Cytoplasm,Cytoplasm; Bud; Bud neck
Q12354,YLR118C,,227,Nucleus,Cytoplasm; Nucleus
Q12359,YDR384C,ATO3,275,Membrane_Secretory,Cell membrane
Q12368,YDL098C,SNU23,194,Nucleus,Nucleus
Q12369,YLL003W,SFI1,946,Other,"Cytoplasm, cytoskeleton, spindle pole"
Q12372,YLL061W,MMP1,583,Membrane_Secretory,Membrane; Endoplasmic reticulum
Q12375,YOR130C,ORT1,292,Mitochondria,Mitochondrion inner membrane
Q12378,YDR066C,RTR2,196,Nucleus,Cytoplasm; Nucleus
Q12387,YOL076W,MDM20,796,Cytoplasm,Cytoplasm
Q12398,YOR032C,HMS1,434,Nucleus,Nucleus
Q12403,YDL018C,ERP3,225,Membrane_Secretory,Endoplasmic reticulum membrane
Q12405,YOR084W,LPX1,387,Other,Peroxisome matrix
Q12408,YDL046W,NPC2,173,Membrane_Secretory,Vacuole
Q12427,YDR169C,STB3,513,Cytoplasm,Cytoplasm
Q12431,YLL014W,EMC6,108,Membrane_Secretory,Endoplasmic reticulum membrane
Q12434,YDL135C,RDI1,202,Cytoplasm,Cytoplasm
Q12442,YOL002C,IZH2,317,Membrane_Secretory,Membrane
Q12447,YDR071C,PAA1,191,Cytoplasm,Cytoplasm
Q12450,YOR016C,ERP4,207,Membrane_Secretory,Endoplasmic reticulum membrane
Q12453,YOR112W,CEX1,761,Cytoplasm,Cytoplasm
Q12467,YPL168W,MRX4,430,Mitochondria,Mitochondrion; Mitochondrion membrane
Q12482,YPR021C,AGC1,902,Mitochondria,Mitochondrion inner membrane
Q12487,YOR150W,MRPL23,163,Mitochondria,Mitochondrion
Q12493,YDR383C,NKP1,238,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q12507,YOR315W,SFG1,346,Nucleus,Nucleus
Q12520,YPL244C,HUT1,339,Membrane_Secretory,Endoplasmic reticulum membrane
Q12525,YLL062C,MHT1,324,Cytoplasm,Cytoplasm
Q12676,YMR113W,FOL3,427,Cytoplasm,Cytoplasm
Q12743,YDR411C,DFM1,341,Membrane_Secretory,Endoplasmic reticulum membrane
Q12751,YMR185W,RTP1,981,Cytoplasm,Cytoplasm
Q12753,YPR008W,HAA1,694,Nucleus,Nucleus
Q2V2P4,YIL156W-B,ATG44,73,Mitochondria,Mitochondrion intermembrane space; Vacuole
Q2V2P9,YDR119W-A,COX26,66,Mitochondria,Mitochondrion inner membrane
Q3E705,YGR271C-A,EFG1,233,Nucleus,"Nucleus, nucleolus"
Q3E785,YDR379C-A,SDH6,79,Mitochondria,Mitochondrion matrix
Q3E790,YBR058C-A,TSC3,80,Membrane_Secretory,Endoplasmic reticulum membrane
Q3E798,YLR099W-A,MIM2,87,Mitochondria,Mitochondrion outer membrane
Q3E7Y3,YLR367W,RPS22B,130,Cytoplasm,Cytoplasm
Q3E7Y6,YHR199C-A,NBL1,73,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, spindle"
Q3E827,YJR005C-A,LSO1,93,Nucleus,Nucleus; Cytoplasm
Q3E834,YER074W-A,YOS1,85,Membrane_Secretory,Endoplasmic reticulum membrane; Golgi apparatus membrane
Q6Q560,YER048W-A,ISD11,94,Mitochondria,Mitochondrion
Q6Q595,YBL091C-A,SCS22,175,Membrane_Secretory,Membrane
Q99177,YPR057W,BRR1,341,Nucleus,Nucleus
Q99181,YOR319W,HSH49,213,Nucleus,Nucleus
Q99188,YOR107W,RGS2,309,Nucleus,Cytoplasm; Nucleus
Q99189,YOR160W,MTR10,972,Nucleus,Nucleus
Q99234,YOR030W,DFG16,619,Membrane_Secretory,Membrane
Q99247,YOL087C,DUF1,1116,Cytoplasm,Cytoplasm
Q99288,YDR051C,DET1,334,Nucleus,Cytoplasm; Nucleus
Q99297,YOR222W,ODC2,307,Mitochondria,Mitochondrion inner membrane
Q99316,YOL088C,MPD2,277,Membrane_Secretory,Endoplasmic reticulum
Q99332,YOR324C,FRT1,602,Membrane_Secretory,Endoplasmic reticulum membrane
Q99359,YDR014W,RAD61,647,Nucleus,Nucleus
Q99382,YLR065C,ENV10,181,Membrane_Secretory,Endoplasmic reticulum membrane
Q99393,YOL101C,IZH4,312,Membrane_Secretory,Endoplasmic reticulum membrane
Q9P305,YHR132W-A,IGO2,131,Nucleus,Cytoplasm; Nucleus
O74302,YDR261C-C,TY1A-DR4,440,Cytoplasm,Cytoplasm
P00498,YER055C,HIS1,297,Cytoplasm,Cytoplasm
P02407,YML024W,RPS17A,136,Cytoplasm,Cytoplasm
P03874,YHL038C,CBP2,630,Mitochondria,Mitochondrion
P03875,Q0050,AI1,834,Mitochondria,Mitochondrion
P03876,Q0055,AI2,854,Mitochondria,Mitochondrion
P07236,YKL194C,MST1,462,Mitochondria,Mitochondrion matrix
P07252,YJL209W,CBP1,654,Mitochondria,Mitochondrion
P07390,YNR045W,PET494,489,Mitochondria,Mitochondrion inner membrane
P08459,YDR522C,SPS2,502,Membrane_Secretory,Cell membrane
P08468,YMR257C,PET111,800,Mitochondria,Mitochondrion matrix
P09007,YCR018C,SRD1,221,Nucleus,Cytoplasm; Nucleus
P09932,YDL227C,HO,586,Nucleus,Nucleus
P0C271,YNL097C-B,PLS1,40,Cytoplasm,"Cytoplasm, cytosol; Peroxisome matrix"
P0C2H7,YDR471W,RPL27B,136,Cytoplasm,Cytoplasm
P0C2I4,YHR214C-C,TY1A-H,478,Cytoplasm,Cytoplasm
P0C2I8,YLR256W-A,TY1A-LR4,440,Cytoplasm,Cytoplasm
P0C2J4,YLR410W-A,TY2A-LR1,438,Cytoplasm,Cytoplasm
P0CE11,YER039C,HVG1,249,Membrane_Secretory,Golgi apparatus membrane; Cytoplasmic vesicle membrane; Endoplasmic reticulum membrane
P0CX13,YML132W,COS3,379,Membrane_Secretory,Membrane
P0CX23,YMR242C,RPL20A,172,Cytoplasm,Cytoplasm
P0CX24,YOR312C,RPL20B,172,Cytoplasm,Cytoplasm
P0CX57,YAR010C,TY1A-A,440,Cytoplasm,Cytoplasm
P0CX58,YPR137C-A,TY1A-PR1,440,Cytoplasm,Cytoplasm
P0CX59,YOR142W-A,TY1A-OR,440,Cytoplasm,Cytoplasm
P0CX60,YPR158W-A,TY1A-PR2,440,Cytoplasm,Cytoplasm
P0CX61,YFL002W-B,TY2A-F,438,Cytoplasm,Cytoplasm
P0CX62,YGR161W-A,TY2A-GR2,438,Cytoplasm,Cytoplasm
P0CX65,YDR316W-A,TY1A-DR5,440,Cytoplasm,Cytoplasm
P0CX66,YER159C-A,TY1A-ER2,440,Cytoplasm,Cytoplasm
P0CX67,YGR161C-C,TY1A-GR3,440,Cytoplasm,Cytoplasm
P0CX68,YLR035C-B,TY1A-LR1,440,Cytoplasm,Cytoplasm
P0CX69,YMR051C,TY1A-MR2,440,Cytoplasm,Cytoplasm
P0CX70,YDR365W-A,TY1A-DR6,440,Cytoplasm,Cytoplasm
P0CX71,YER137C-A,TY1A-ER1,440,Cytoplasm,Cytoplasm
P0CX72,YLR157C-A,TY1A-LR2,440,Cytoplasm,Cytoplasm
P0CX73,YPL257W-A,TY1A-PL,440,Cytoplasm,Cytoplasm
P0CX74,YJR026W,TY1A-JR1,440,Cytoplasm,Cytoplasm
P0CX75,YLR227W-A,TY1A-LR3,440,Cytoplasm,Cytoplasm
P0CX76,YML040W,TY1A-ML2,440,Cytoplasm,Cytoplasm
P0CY07,YCL066W,HMLALPHA1,175,Nucleus,Nucleus
P0CY09,YCL067C,HMLALPHA2,210,Nucleus,Nucleus
P0CY11,YCR097W,HMRA1,126,Nucleus,Nucleus
P10663,YPR166C,MRP2,115,Mitochondria,Mitochondrion
P11927,YNL188W,KAR1,433,Other,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
P14127,YDR447C,RPS17B,136,Cytoplasm,Cytoplasm
P14905,YDR197W,CBS2,389,Mitochondria,Mitochondrion
P16151,YDR414C,ERD1,362,Membrane_Secretory,Endoplasmic reticulum membrane
P16547,YIL136W,OM45,393,Mitochondria,Mitochondrion outer membrane
P16639,YGL017W,ATE1,503,Cytoplasm,Cytoplasm
P18411,YAL008W,FUN14,198,Membrane_Secretory,Membrane
P18634,YLR392C,ART10,518,Cytoplasm,Cytoplasm
P18962,YHR028C,DAP2,818,Membrane_Secretory,Vacuole membrane
P19956,YMR225C,MRPL44,98,Mitochondria,Mitochondrion
P20048,YMR013C,SEC59,519,Membrane_Secretory,Endoplasmic reticulum membrane
P22215,YOR307C,SLY41,453,Membrane_Secretory,Membrane
P23250,YIL119C,RPI1,407,Nucleus,Nucleus
P23797,YMR281W,GPI12,304,Membrane_Secretory,Endoplasmic reticulum membrane
P25351,YCR023C,,611,Membrane_Secretory,Membrane
P25354,YCR007C,DFP3,239,Membrane_Secretory,Membrane
P25380,YCL048W,SPS22,463,Membrane_Secretory,Cell membrane
P25383,YCL020W,TY2A-C,438,Cytoplasm,Cytoplasm
P25568,YCL038C,ATG22,528,Membrane_Secretory,Vacuole membrane
P25584,YCL056C,PEX34,144,Membrane_Secretory,Peroxisome membrane
P25585,YCL058C,FYV5,152,Membrane_Secretory,"Cell membrane; Secreted, cell wall"
P25611,YCR106W,RDS1,832,Nucleus,Nucleus
P25619,YCR021C,HSP30,332,Membrane_Secretory,Membrane
P28625,YMR152W,YIM1,365,Mitochondria,Lipid droplet; Mitochondrion
P28778,YKL003C,MRP17,131,Mitochondria,Mitochondrion
P30777,YGL142C,GPI10,616,Membrane_Secretory,Endoplasmic reticulum membrane
P32388,YKL167C,MRP49,137,Mitochondria,Mitochondrion
P32452,YNL316C,PHA2,334,Cytoplasm,Cytoplasm
P32493,YMR064W,AEP1,518,Mitochondria,Mitochondrion
P32606,YOR017W,PET127,800,Mitochondria,Mitochondrion
P32616,YEL045C,,141,Membrane_Secretory,Membrane
P32634,YER132C,PMD1,1753,Cytoplasm,Cytoplasm
P32770,YDL167C,NRP1,719,Nucleus,Chromosome; Nucleus
P32806,YJL044C,GYP6,458,Cytoplasm,Cytoplasm
P32857,YKL039W,PTM1,523,Membrane_Secretory,Golgi apparatus membrane; Early endosome membrane
P32858,YKL037W,AIM26,118,Mitochondria,Mitochondrion membrane
P32903,YCR024C-A,PMP1,40,Membrane_Secretory,Cell membrane
P33303,YJR095W,SFC1,322,Mitochondria,Mitochondrion inner membrane
P33331,YER009W,NTF2,125,Cytoplasm,Cytoplasm
P33335,YPR198W,SGE1,543,Membrane_Secretory,Membrane
P34228,YBL066C,SEF1,1148,Nucleus,Nucleus
P34231,YKL187C,,750,Mitochondria,Mitochondrion
P34234,YKL183W,LOT5,306,Nucleus,Cytoplasm; Nucleus
P34250,YKL105C,SEG2,1132,Membrane_Secretory,Cell membrane
P35195,YBL001C,ECM15,104,Nucleus,Cytoplasm; Nucleus
P35719,YKL142W,MRP8,219,Cytoplasm,Cytoplasm
P35724,YKL064W,MNR2,969,Membrane_Secretory,Membrane
P35735,YKL051W,SFK1,353,Membrane_Secretory,Cell membrane
P36032,YKL221W,MCH2,473,Membrane_Secretory,Membrane
P36038,YKL208W,CBT1,271,Mitochondria,Mitochondrion
P36078,YKL084W,HOT13,116,Mitochondria,Mitochondrion intermembrane space; Mitochondrion membrane
P36090,YKL047W,ANR2,516,Membrane_Secretory,Lipid droplet
P36125,YKR030W,GMH1,273,Membrane_Secretory,Golgi apparatus membrane; Endoplasmic reticulum membrane
P36137,YKR044W,UIP5,443,Nucleus,Nucleus membrane
P36141,YKR049C,FMP46,133,Mitochondria,Mitochondrion
P36172,YKR105C,VBA5,582,Membrane_Secretory,Vacuole membrane
P36973,YDR441C,APT2,181,Cytoplasm,Cytoplasm
P37267,YGR174C,CBP4,147,Mitochondria,Mitochondrion inner membrane
P38061,YBL092W,RPL32,130,Cytoplasm,Cytoplasm
P38073,YBR033W,EDS1,919,Nucleus,Nucleus
P38079,YBR054W,YRO2,344,Membrane_Secretory,Membrane
P38081,YBR056W,,501,Mitochondria,Mitochondrion intermembrane space
P38087,YBR104W,YMC2,329,Mitochondria,Mitochondrion inner membrane
P38124,YBR008C,FLR1,548,Membrane_Secretory,Membrane
P38141,YBR240C,THI2,450,Nucleus,Nucleus
P38142,YBR241C,,488,Membrane_Secretory,Vacuole membrane
P38156,YBR298C,MAL31,614,Membrane_Secretory,Membrane
P38157,YBR297W,MAL33,468,Nucleus,Nucleus
P38172,YBL095W,MRX3,270,Mitochondria,Mitochondrion
P38176,YBL089W,AVT5,459,Membrane_Secretory,Vacuole membrane
P38197,YBL036C,,257,Nucleus,Cytoplasm; Nucleus
P38216,YBR016W,CPP1,128,Membrane_Secretory,Cell membrane
P38234,YBR052C,RFS1,210,Cytoplasm,Cytoplasm; Membrane raft
P38281,YBR151W,APD1,316,Nucleus,Cytoplasm; Nucleus
P38305,YBR194W,AIM4,123,Cytoplasm,Cytoplasm
P38312,YBR210W,ERV15,142,Membrane_Secretory,Membrane
P38325,YBR230C,OM14,134,Mitochondria,Mitochondrion outer membrane
P38330,YBR238C,,731,Mitochondria,Mitochondrion inner membrane
P38335,YBR255W,MTC4,694,Membrane_Secretory,Membrane; Cytoplasm
P38343,YBR266C,SLM6,150,Membrane_Secretory,Membrane
P38358,YBR293W,VBA2,474,Membrane_Secretory,Vacuole membrane
P38374,YBR162W-A,YSY6,65,Membrane_Secretory,Membrane; Endoplasmic reticulum membrane
P38694,YHR039C,MSC7,644,Membrane_Secretory,Endoplasmic reticulum
P38702,YHR002W,LEU5,357,Mitochondria,Mitochondrion inner membrane
P38707,YHR019C,DED81,554,Cytoplasm,"Cytoplasm, cytosol"
P38714,YHR091C,MSR1,643,Mitochondria,Mitochondrion matrix
P38734,YHL036W,MUP3,546,Membrane_Secretory,Membrane
P38738,YHL029C,OCA5,679,Cytoplasm,Cytoplasm
P38739,YHL028W,WSC4,605,Membrane_Secretory,Membrane
P38745,YHL017W,,532,Other,"Golgi apparatus, trans-Golgi network membrane"
