# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-p" "-a" "genes.gtf" "-o" "ns024.12.counts.txt" "./bam/A1.bam" "./bam/A2.bam" "./bam/B1.bam" "./bam/B2.bam" 
Geneid	Chr	Start	End	Strand	Length	./bam/A1.bam	./bam/A2.bam	./bam/B1.bam	./bam/B2.bam
YMR108W	XIII	484084	486147	+	2064	16450	16636	20546	32121
YMR109W	XIII	486587	490246	+	3660	2461	1971	3161	4041
YMR110C	XIII	490394	491992	-	1599	962	1467	1199	2883
YMR111C	XIII	492404	493792	-	1389	367	390	505	792
YMR112C	XIII	494100	494495	-	396	178	108	271	461
YMR113W	XIII	494999	496282	+	1284	591	504	699	1211
YMR114C	XIII	496343	497449	-	1107	263	331	250	712
YMR115W	XIII	497704	499209	+	1506	954	993	979	1828
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	56649	36950	81181	84737
snR24	XIII	499984	500072	-	89	46	43	86	79
YMR117C	XIII	501250	501891	-	642	361	330	411	508
YMR118C	XIII	502144	502734	-	591	239	245	298	424
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	2	6	0	0
YMR119W	XIII	505333	507207	+	1875	657	724	847	1416
YMR119W-A	XIII	506996	507370	+	375	36	20	81	71
YMR120C	XIII	507502	509280	-	1779	21697	7484	24195	17642
YMR121C	XIII	509734	510348	-	615	705	654	946	1370
YMR122C	XIII	510701	511075	-	375	71	59	71	119
YMR122W-A	XIII	511315	511569	+	255	6313	7541	7803	17806
YMR123W	XIII	513593	513961	+	369	863	748	995	1590
YMR124W	XIII	514456	517287	+	2832	1142	1501	1450	2754
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	3421	2990	4491	5407
YMR126C	XIII	520761	521789	-	1029	462	331	531	618
YMR127C	XIII	522329	523345	-	1017	431	411	629	711
YMR128W	XIII	523696	527499	+	3804	3274	2423	4046	4344
YMR129W	XIII	527804	531817	+	4014	2647	2116	3274	4141
YMR130W	XIII	532119	533027	+	909	885	776	1031	1562
YMR131C	XIII	533163	534698	-	1536	7443	4357	9233	8759
YMR132C	XIII	534944	535570	-	627	272	253	322	535
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	114	252	137	429
YMR134W	XIII	537838	538551	+	714	863	786	1014	1370
YMR135C	XIII	538689	540056	-	1368	577	680	623	1495
YMR135W-A	XIII	539911	540444	+	534	3	8	2	10
YMR136W	XIII	541199	542881	+	1683	477	559	551	1201
YMR137C	XIII	542978	544963	-	1986	351	440	406	740
YMR138W	XIII	545155	545730	+	576	299	230	384	528
YMR139W	XIII	546125	547237	+	1113	861	1080	1013	1871
YMR140W	XIII	547714	549183	+	1470	780	782	765	1654
YMR141C	XIII	549736	550044	-	309	154	164	180	300
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	27464	18574	35852	41415
YMR141W-A	XIII	550911	551135	+	225	258	156	300	340
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	18967	12488	24553	27509
YMR144W	XIII	553362	554390	+	1029	727	745	783	1488
YMR145C	XIII	554793	556475	-	1683	7757	11618	9255	22966
YMR146C	XIII	557481	558524	-	1044	11445	7505	13645	15108
YMR147W	XIII	559199	559870	+	672	239	285	309	625
YMR148W	XIII	560366	560812	+	447	374	417	439	853
YMR149W	XIII	560996	561856	+	861	2134	1822	2762	3751
YMR150C	XIII	561956	562528	-	573	393	422	488	834
YMR151W	XIII	562506	562943	+	438	31	34	13	63
YMR152W	XIII	563096	564193	+	1098	919	1200	1098	2236
YMR153W	XIII	564435	565862	+	1428	857	886	1153	1665
YMR153C-A	XIII	565574	565909	-	336	17	17	9	27
YMR154C	XIII	565999	568182	-	2184	208	207	312	404
YMR155W	XIII	568551	570194	+	1644	347	362	463	782
YMR156C	XIII	570300	571016	-	717	160	129	209	316
YMR157C	XIII	571277	572044	-	768	546	514	645	1017
YMR158W	XIII	572248	572715	+	468	516	459	627	1014
tM(CAU)M	XIII	572883	572955	-	73	1	0	4	0
YMR158C-A	XIII	573194	573331	-	138	30	49	34	63
YMR158W-B	XIII	574471	574791	+	321	0	2	3	1
YMR159C	XIII	574476	574928	-	453	0	0	0	0
YMR160W	XIII	575066	577516	+	2451	413	484	441	942
YMR161W	XIII	577718	578392	+	675	1248	1125	1467	2076
YMR162C	XIII	578951	583921	-	4971	1208	1285	1653	2519
YMR163C	XIII	584271	586388	-	2118	437	460	527	813
tV(AAC)M3	XIII	586636	586709	-	74	0	0	0	0
YMR164C	XIII	587274	589550	-	2277	567	534	648	1050
YMR165C	XIII	590040	592628	-	2589	849	685	925	1573
YMR166C	XIII	593367	594473	-	1107	613	538	642	1176
YMR167W	XIII	594886	597195	+	2310	590	555	754	1194
YMR168C	XIII	597332	599158	-	1827	555	497	608	1011
YMR169C	XIII	599352	600872	-	1521	208	306	280	597
YMR170C	XIII	601562	603082	-	1521	296	401	414	878
YMR171C	XIII	603868	605520	-	1653	1751	1485	1975	2849
YMR172W	XIII	605981	608140	+	2160	720	710	931	1369
YMR172C-A	XIII	607828	608211	-	384	23	15	4	24
YMR173W	XIII	608689	609981	+	1293	188	307	250	579
YMR173W-A	XIII	608897	610081	+	1185	19	16	23	46
YMR174C	XIII	610159	610365	-	207	34	73	52	171
YMR175W	XIII	611016	611255	+	240	7	58	13	137
YMR175W-A	XIII	611314	611508	+	195	4	4	6	8
YMR176W	XIII	611740	615975	+	4236	1004	1139	1287	2228
YMR177W	XIII	616566	618098	+	1533	936	685	1071	1284
YMR178W	XIII	618479	619303	+	825	956	1009	1032	2157
YMR179W	XIII	619858	622134	+	2277	1187	738	1265	1623
YMR180C	XIII	622251	623213	-	963	363	354	475	841
YMR181C	XIII	623616	624080	-	465	652	495	728	994
YMR182C	XIII	624532	625167	-	636	794	548	793	1004
YMR182W-A	XIII	625811	625897	+	87	86	65	88	129
snR83	XIII	626349	626654	+	306	140	139	160	273
YMR183C	XIII	626921	627808	-	888	3104	2515	3454	4840
YMR184W	XIII	628189	628785	+	597	402	589	523	1268
YMR185W	XIII	629025	631970	+	2946	867	687	1140	1455
YMR186W	XIII	632355	634472	+	2118	42769	50367	52743	90885
YMR187C	XIII	634689	635984	-	1296	284	315	359	583
YMR188C	XIII	636291	637004	-	714	1273	1066	1307	2242
YMR189W	XIII	637500	640604	+	3105	1074	1222	1291	2698
YMR190C	XIII	640915	645258	-	4344	890	993	1217	1902
YMR191W	XIII	645656	646777	+	1122	939	1571	1180	2999
YMR192W	XIII	647118	649280	+	2163	719	871	938	1662
YMR193W	XIII	650036	650812	+	777	987	844	968	1662
YMR193C-A	XIII	651072	651458	-	387	378	238	473	428
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	5781	3156	7077	7484
snR11	XIII	652275	652532	+	258	103	85	79	144
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	54	70	47	143
YMR194C-A	XIII	652912	653136	-	225	38	24	43	63
YMR195W	XIII	654034	654417	+	384	389	334	320	786
YMR196W	XIII	655076	658342	+	3267	603	1589	823	2971
YMR197C	XIII	658545	659198	-	654	863	1101	830	1915
YMR198W	XIII	659745	661529	+	1785	583	674	857	1421
YMR199W	XIII	662644	664284	+	1641	2905	2140	3267	4111
YMR200W	XIII	664752	665522	+	771	2002	2046	2250	4245
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	594	655	674	1128
RNA170	XIII	667288	667456	-	169	7	9	8	22
YMR202W	XIII	667537	668205	+	669	9534	6252	12125	14081
YMR203W	XIII	668492	669655	+	1164	5361	4839	6626	9372
YMR204C	XIII	670063	671325	-	1263	284	229	284	448
YMR205C	XIII	671887	674766	-	2880	15454	11947	20566	23643
YMR206W	XIII	675896	676837	+	942	59	121	69	212
YMR207C	XIII	677193	683564	-	6372	1370	1275	1734	2432
YMR208W	XIII	684467	685798	+	1332	3149	2801	3660	6037
YMR209C	XIII	685911	687284	-	1374	879	780	1169	1705
YMR210W	XIII	687516	688865	+	1350	872	881	946	1605
YMR211W	XIII	689083	690510	+	1428	650	536	714	920
YMR212C	XIII	690695	693043	-	2349	1699	1372	2242	2654
YMR213W	XIII	693381	695153	+	1773	701	463	793	976
YMR214W	XIII	695350	696483	+	1134	1745	1658	2029	3378
YMR215W	XIII	696796	698370	+	1575	3029	2388	3996	4947
YMR216C	XIII	698811	701039	-	2229	2085	1419	2370	2662
YMR217W	XIII	701790	703367	+	1578	17168	10760	22563	21041
YMR218C	XIII	703579	706887	-	3309	1088	1111	1426	1983
YMR219W	XIII	707133	712109	+	4977	1345	1281	1641	2528
YMR220W	XIII	712316	713671	+	1356	4021	3427	4771	6297
YMR221C	XIII	713931	715445	-	1515	1519	1467	2041	2800
YMR222C	XIII	715638	716309	-	672	616	492	627	991
YMR223W	XIII	716715	718130	+	1416	817	701	917	1229
YMR224C	XIII	718575	720653	-	2079	627	578	743	1172
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	468	323	495	820
YMR226C	XIII	721593	722396	-	804	3417	3522	4144	6900
YMR227C	XIII	722613	724385	-	1773	1414	1194	1470	2109
YMR228W	XIII	724626	725651	+	1026	549	515	677	1094
YMR229C	XIII	725934	731123	-	5190	8045	4789	11359	9844
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	10489	6817	13248	15873
YMR230W-A	XIII	733268	733456	+	189	17	9	18	20
YMR231W	XIII	733545	736634	+	3090	1051	836	1175	1691
YMR232W	XIII	736926	738959	+	2034	163	202	198	328
YMR233W	XIII	739185	739865	+	681	540	376	587	802
YMR234W	XIII	740266	741312	+	1047	572	386	648	856
YMR235C	XIII	741512	742735	-	1224	5108	3947	6262	7850
YMR236W	XIII	742971	743444	+	474	934	818	1344	2232
YMR237W	XIII	743749	745923	+	2175	2306	2468	2826	4523
YMR238W	XIII	746353	747729	+	1377	1359	1547	1753	3219
tR(UCU)M1	XIII	747892	747963	-	72	9	0	4	1
YMR239C	XIII	748262	749677	-	1416	1245	840	1632	1610
YMR240C	XIII	749930	751240	-	1311	666	644	785	1129
YMR241W	XIII	751961	752905	+	945	6052	4406	7416	9340
YMR242C	XIII;XIII	753225;754220	753742;754220	-;-	519	24305	16400	33858	36898
YMR242W-A	XIII	754297	754386	+	90	4	3	4	1
YMR243C	XIII	754838	756166	-	1329	4507	3031	5935	6024
YMR244W	XIII	757250	758317	+	1068	100	62	100	124
YMR244C-A	XIII	758517	758831	-	315	6	7	11	21
YMR245W	XIII	758563	759183	+	621	100	84	118	160
YMR246W	XIII	759807	761891	+	2085	14207	6933	17542	14460
snR86	XIII	762110	763113	-	1004	581	662	588	1126
YMR247C	XIII	763351	768039	-	4689	1661	1569	2148	3176
tA(AGC)M2	XIII	768369	768441	-	73	1	0	0	0
YMR247W-A	XIII	769283	769426	+	144	13	14	30	22
YMR250W	XIII	770801	772558	+	1758	209	1075	257	2091
YMR251W	XIII	772915	774015	+	1101	40	114	49	194
YMR251W-A	XIII	774752	774931	+	180	2316	7142	2411	13069
YMR252C	XIII	775315	775719	-	405	358	356	387	691
YMR253C	XIII	775946	777190	-	1245	338	434	480	850
YMR254C	XIII	777615	777923	-	309	30	39	30	79
YMR255W	XIII	778001	778567	+	567	1036	963	1053	1641
YMR256C	XIII	778945	779127	-	183	750	729	809	1787
YMR257C	XIII	779629	782031	-	2403	539	539	672	1037
YMR258C	XIII	782620	784281	-	1662	636	684	830	1373
YMR259C	XIII	784621	788883	-	4263	1543	1133	1991	2262
YMR260C	XIII	789378	789839	-	462	10251	7405	11950	13931
YMR261C	XIII	790205	793369	-	3165	1712	2118	2001	4200
YMR262W	XIII	793726	794667	+	942	416	543	547	1127
YMR263W	XIII	794919	795524	+	606	578	511	612	1022
YMR264W	XIII	795805	796416	+	612	1192	1068	1523	2218
YMR265C	XIII	796540	797925	-	1386	663	457	805	906
YMR266W	XIII	798518	801379	+	2862	4816	2253	6393	4305
YMR267W	XIII	801772	802704	+	933	998	1024	1177	1825
YMR268C	XIII	802888	804222	-	1335	437	344	561	730
YMR269W	XIII	804456	805091	+	636	788	608	832	1048
YMR270C	XIII	805326	806423	-	1098	1083	746	1138	1504
YMR271C	XIII	806865	807548	-	684	119	127	149	277
tQ(CUG)M	XIII	808246	808317	-	72	0	0	0	0
YMR272C	XIII	809623	810777	-	1155	2080	1950	2510	4019
YMR272W-A	XIII	810466	810579	+	114	0	0	0	0
YMR272W-B	XIII	811089	811196	+	108	2	3	4	9
YMR273C	XIII	811233	813980	-	2748	1714	1358	1778	2427
YMR274C	XIII	814364	815311	-	948	339	260	320	530
YMR275C	XIII	815651	818581	-	2931	1229	1295	1574	2406
YMR276W	XIII	818827	819948	+	1122	2347	2280	2702	4794
YMR277W	XIII	820256	822454	+	2199	2931	2227	3470	4477
YMR278W	XIII	822763	824631	+	1869	814	987	977	1889
YMR279C	XIII	824729	826351	-	1623	535	558	626	1102
YMR280C	XIII	827028	831329	-	4302	280	446	374	832
YMR281W	XIII	832339	833253	+	915	463	406	602	888
YMR282C	XIII	833356	835098	-	1743	895	662	996	1515
YMR283C	XIII	835326	836867	-	1542	466	426	526	759
tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	0	0	0	1
YMR284W	XIII	838187	839995	+	1809	376	439	451	936
YMR285C	XIII	840144	841691	-	1548	1185	952	1470	1759
YMR286W	XIII	841942	842202	+	261	554	424	603	935
YMR287C	XIII	842436	845345	-	2910	834	785	935	1428
YMR288W	XIII	845571	848486	+	2916	848	617	1069	1192
YMR289W	XIII	848685	849809	+	1125	926	1026	1002	1961
YMR290C	XIII	850074	851591	-	1518	5369	3581	6756	6601
YMR290W-A	XIII	851422	851769	+	348	5	22	18	37
YMR291W	XIII	852630	854390	+	1761	480	648	579	1160
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	707	670	944	1249
YMR293C	XIII	855399	856793	-	1395	358	373	342	751
YMR294W	XIII	856966	858087	+	1122	553	497	621	928
YMR294W-A	XIII	858209	858568	+	360	149	143	110	202
YMR295C	XIII	858297	858890	-	594	1735	1595	2015	3411
YMR296C	XIII	859215	860891	-	1677	4062	2901	4752	5809
YMR297W	XIII	861922	863520	+	1599	5611	7966	7354	16094
YMR298W	XIII	863819	864271	+	453	1010	859	1213	1826
YMR299C	XIII	864412	865350	-	939	477	491	558	965
YMR300C	XIII	865559	867091	-	1533	4595	2293	5289	4776
YMR301C	XIII	867555	869627	-	2073	1571	1505	1843	2872
YMR302C	XIII	870073	872625	-	2553	1980	2201	2322	4288
YMR303C	XIII	873291	874337	-	1047	637	388	761	885
YMR304W	XIII	874987	878679	+	3693	975	1311	1189	2442
YMR304C-A	XIII	878780	879130	-	351	173	220	221	485
YMR305C	XIII	879063	880232	-	1170	8023	9557	11104	20432
YMR306W	XIII	881159	886516	+	5358	331	437	415	872
YMR306C-A	XIII	886183	886572	-	390	0	3	7	14
YMR307W	XIII	887003	888682	+	1680	26431	22370	35537	44991
YMR307C-A	XIII	887731	887925	-	195	0	0	0	0
YMR308C	XIII	888952	892221	-	3270	5864	4858	7697	9232
YMR309C	XIII	892988	895426	-	2439	7626	5246	9219	10085
YMR310C	XIII	895716	896669	-	954	1267	868	1611	1798
YMR311C	XIII	896914	897603	-	690	1973	2174	1983	3924
YMR312W	XIII	898405	899226	+	822	859	766	1084	1615
YMR313C	XIII	899379	901307	-	1929	909	1008	1111	1946
YMR314W	XIII	901709	902413	+	705	3381	3950	4338	8130
YMR315W	XIII	902800	903849	+	1050	1492	2282	1867	4724
YMR315W-A	XIII	904286	904393	+	108	13	23	14	46
YMR316W	XIII	904825	905835	+	1011	291	279	309	554
YMR316C-A	XIII	905662	905973	-	312	1	6	11	33
YMR316C-B	XIII	907321	907629	-	309	6	4	8	16
YMR317W	XIII	907364	910786	+	3423	541	485	708	1009
YMR318C	XIII	911061	912143	-	1083	5581	4830	6968	9814
YMR319C	XIII	912880	914538	-	1659	2788	1297	3406	2263
YMR320W	XIII	916746	917051	+	306	236	95	186	186
YMR321C	XIII	917579	917896	-	318	63	35	85	99
YMR322C	XIII	918366	919079	-	714	19	21	14	56
YMR323W	XIII	920088	921401	+	1314	10	42	14	70
YMR324C	XIII	922202	922444	-	243	1	3	1	16
YMR325W	XIII	922641	923015	+	375	14	2	4	16
YMR326C	XIII	923494	923802	-	309	0	1	0	0
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	17	23	20	35
YNL339W-B	XIV	734	1216	+	483	0	0	0	0
YNL339W-A	XIV	1517	2092	+	576	0	0	0	0
YNL338W	XIV	6561	6719	+	159	0	0	0	2
YNL337W	XIV	7165	7419	+	255	2	0	0	1
YNL336W	XIV	8330	9475	+	1146	81	156	94	290
YNL335W	XIV	11452	12129	+	678	20	36	38	61
YNL334C	XIV	12208	12876	-	669	60	83	89	176
YNL333W	XIV	13267	14163	+	897	81	109	79	220
YNL332W	XIV	14832	15854	+	1023	5	1	2	6
YNL331C	XIV	16118	17248	-	1131	201	219	268	364
YNL330C	XIV	18001	19302	-	1302	2182	1867	2611	3624
YNL329C	XIV	19541	22633	-	3093	1365	1077	1616	2241
YNL328C	XIV	22834	23274	-	441	61	75	110	123
YNL327W	XIV	24048	27173	+	3126	9319	4906	12079	10705
YNL326C	XIV	27337	28347	-	1011	412	517	518	976
YNL325C	XIV	28739	31378	-	2640	349	412	445	774
YNL324W	XIV	31050	31445	+	396	0	0	0	0
YNL323W	XIV	31944	33188	+	1245	1332	1134	1600	2049
YNL322C	XIV	33294	34235	-	942	1722	1781	2081	3813
YNL321W	XIV	34696	37422	+	2727	986	1198	1241	2411
YNL320W	XIV	37700	38554	+	855	482	572	616	1022
YNL319W	XIV	38642	39082	+	441	5	3	11	17
YNL318C	XIV	38707	40329	-	1623	6	9	3	10
YNL317W	XIV	40619	42016	+	1398	606	534	766	1220
YNL316C	XIV	42071	43075	-	1005	534	541	651	1021
YNL315C	XIV	43324	44280	-	957	1260	997	1213	2102
YNL314W	XIV	44447	45214	+	768	247	251	312	496
YNL313C	XIV	45308	48022	-	2715	2731	1930	3466	3986
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	1274	1438	1676	2863
YNL311C	XIV	49397	51688	-	2292	757	699	907	1396
YNL310C	XIV	51907	52431	-	525	537	525	574	1077
YNL309W	XIV	52662	53924	+	1263	528	534	716	1069
YNL308C	XIV	54122	55897	-	1776	7536	4865	8338	8579
YNL307C	XIV	56446	57573	-	1128	3851	3357	4653	6238
YNL306W	XIV	58155	58808	+	654	1221	1202	1634	2673
YNL305C	XIV	58898	59791	-	894	459	739	527	1576
YNL304W	XIV	60297	61550	+	1254	499	410	545	834
YNL303W	XIV	61510	61857	+	348	86	97	167	176
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	22925	15175	32000	37178
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	7350	4982	9510	10769
YNL300W	XIV	65744	66052	+	309	1973	1396	2302	2852
YNL299W	XIV	66517	68445	+	1929	1108	805	1345	1672
YNL298W	XIV	68915	71443	+	2529	1477	1324	1813	2508
YNL297C	XIV	71673	76583	-	4911	1450	1490	1809	2946
YNL296W	XIV	76273	76587	+	315	0	0	0	0
YNL295W	XIV	76946	78520	+	1575	793	572	794	1189
YNL294C	XIV	78659	80260	-	1602	967	981	1201	1964
YNL293W	XIV	80640	82541	+	1902	626	755	819	1460
YNL292W	XIV	82806	84017	+	1212	1670	1276	2171	2323
YNL291C	XIV	84169	85815	-	1647	897	862	1162	1689
YNL290W	XIV	86218	87240	+	1023	1748	1662	1939	3159
YNL289W	XIV	87897	88736	+	840	1441	1217	1627	2474
snR40	XIV	89210	89306	+	97	40	24	34	44
YNL288W	XIV	90303	91424	+	1122	1417	1236	1700	2399
YNL287W	XIV	91994	94801	+	2808	5793	5022	7038	9507
YNL286W	XIV	95223	96080	+	858	561	590	746	1034
YNL285W	XIV	96173	96544	+	372	2	2	5	11
tG(UCC)N	XIV	96241	96312	-	72	0	0	0	0
YNL284C-B	XIV;XIV	96964;100928	100926;102232	-;-	5268	433	1046	546	1714
YNL284C-A	XIV	100910	102232	-	1323	0	0	0	0
tN(GUU)N1	XIV	102716	102789	+	74	4	0	2	0
YNL284C	XIV	103134	104102	-	969	1419	1307	1644	2839
tT(AGU)N1	XIV	104805	104877	+	73	0	2	4	3
YNL283C	XIV	105184	106695	-	1512	2099	2263	2481	4457
YNL282W	XIV	107687	108274	+	588	369	309	596	716
YNL281W	XIV	108467	108928	+	462	2704	3352	3267	6885
YNL280C	XIV	109095	110411	-	1317	2867	2456	3837	4766
YNL279W	XIV	110917	112902	+	1986	233	362	351	788
YNL278W	XIV	113271	116453	+	3183	728	565	912	1081
YNL277W-A	XIV	116679	116867	+	189	8	13	13	28
YNL277W	XIV	117349	118809	+	1461	648	584	831	1099
YNL276C	XIV	118431	118826	-	396	1	1	2	0
YNL275W	XIV	119268	120998	+	1731	506	405	606	765
YNL274C	XIV	121118	122170	-	1053	234	605	259	1095
YNL273W	XIV	122883	126599	+	3717	1207	1060	1511	1831
YNL272C	XIV	126805	129084	-	2280	1384	1289	1850	2617
YNL271C	XIV	129522	135383	-	5862	2759	2265	3322	4358
YNL270C	XIV	135940	137661	-	1722	94	95	119	152
YNL269W	XIV	137699	138094	+	396	25	5	27	24
YNL268W	XIV	138550	140385	+	1836	5266	4174	6521	8096
YNL267W	XIV	140878	144078	+	3201	1710	1523	2115	3093
YNL266W	XIV	144245	144664	+	420	25	23	24	36
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	346	398	378	819
YNL264C	XIV	145563	146615	-	1053	938	988	1132	1713
YNL263C	XIV	146896	147840	-	945	1233	1140	1463	2362
YNL262W	XIV	148212	154880	+	6669	2197	1797	2790	3586
YNL261W	XIV	155100	156539	+	1440	1003	851	1078	1655
YNL260C	XIV	156859	157455	-	597	460	506	511	830
YNL259C	XIV	157644	157865	-	222	218	226	291	608
YNL258C	XIV	158109	160373	-	2265	1494	1374	1690	2398
YNL257C	XIV	160631	164320	-	3690	1142	997	1319	2017
YNL256W	XIV	164623	167097	+	2475	1941	1409	2589	2745
YNL255C	XIV	167329	167790	-	462	8468	5421	10401	11598
YNL254C	XIV	168043	169248	-	1206	381	317	512	724
YNL253W	XIV	170018	171286	+	1269	543	562	625	1007
YNL252C	XIV	171441	172286	-	846	1158	1051	1313	1834
YNL251C	XIV	172588	174315	-	1728	2782	1992	3896	4007
YNL250W	XIV	175410	179348	+	3939	575	607	702	1269
YNL249C	XIV	179394	181022	-	1629	309	334	398	549
YNL248C	XIV	181361	182608	-	1248	4617	3066	6126	6036
YNL247W	XIV	182875	185178	+	2304	6342	4805	7728	9250
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1403	1037	1618	2160
YNL245C	XIV	186346	186885	-	540	489	413	629	865
YNL244C	XIV	187170	187496	-	327	5589	3833	6708	8529
YNL243W	XIV	188051	190957	+	2907	3191	3411	4090	6829
YNL242W	XIV	191324	196102	+	4779	669	618	674	1057
YNL241C	XIV	196426	197943	-	1518	5376	5521	6454	11510
YNL240C	XIV	198502	199977	-	1476	1313	932	1530	1935
YNL239W	XIV	200569	201933	+	1365	2525	2464	3074	5072
YNL238W	XIV	202428	204872	+	2445	2338	1896	2923	3962
YNL237W	XIV	205188	206567	+	1380	323	404	417	747
YNL236W	XIV	206930	209854	+	2925	1062	1077	1350	2073
YNL235C	XIV	209548	209979	-	432	1	0	2	0
YNL234W	XIV	210233	211513	+	1281	310	212	412	504
YNL233W	XIV	211922	214600	+	2679	981	778	1243	1576
YNL232W	XIV	214923	215801	+	879	1567	1141	1743	2298
YNL231C	XIV	215987	217042	-	1056	4610	3866	5002	6957
YNL230C	XIV	217523	218662	-	1140	345	437	408	812
YNL229C	XIV	219137	220201	-	1065	2711	2088	2801	3842
YNL228W	XIV	220645	221421	+	777	1	0	0	4
YNL227C	XIV	220659	222431	-	1773	723	694	836	1108
YNL226W	XIV	222239	222649	+	411	1	1	1	1
YNL225C	XIV	222724	224469	-	1746	600	548	756	1014
YNL224C	XIV	224796	227099	-	2304	909	845	1160	1576
YNL223W	XIV	227370	228854	+	1485	297	336	342	629
YNL222W	XIV	229094	229714	+	621	540	502	605	999
snR19	XIV	230105	230672	-	568	83	61	74	99
YNL221C	XIV	231068	233695	-	2628	2472	1939	3135	4002
YNL220W	XIV	234413	235714	+	1302	9075	5401	10463	11052
YNL219C	XIV	235996	237663	-	1668	1790	1702	2386	3482
YNL218W	XIV	238238	240001	+	1764	694	610	734	1137
YNL217W	XIV	240331	241311	+	981	1183	680	1362	1392
YNL216W	XIV	241689	244172	+	2484	2113	1490	2660	2995
YNL215W	XIV	244468	245430	+	963	1596	1427	1740	2578
YNL214W	XIV	245617	246216	+	600	264	294	248	491
YNL213C	XIV	246460	247104	-	645	710	588	778	1091
YNL212W	XIV	247461	249809	+	2349	1507	1478	1898	2748
YNL211C	XIV	250055	250315	-	261	147	100	143	247
YNL210W	XIV	250931	251743	+	813	114	94	118	156
YNL209W	XIV	252059	253900	+	1842	39050	26935	51474	54685
YNL208W	XIV	254418	255017	+	600	2697	4132	3240	8645
YNL207W	XIV	255353	256630	+	1278	1624	1198	2057	2275
YNL206C	XIV	256788	258155	-	1368	1425	1305	1753	2407
YNL205C	XIV	258155	258577	-	423	1	6	4	3
YNL204C	XIV	258375	259277	-	903	174	183	197	289
YNL203C	XIV	259439	260050	-	612	24	14	29	62
YNL202W	XIV	259578	260456	+	879	43	75	60	110
YNL201C	XIV	260627	263203	-	2577	1513	1114	1641	2071
YNL200C	XIV	263713	264453	-	741	231	500	221	1099
YNL199C	XIV	264926	266530	-	1605	1879	1471	2197	2738
YNL198C	XIV	266514	266816	-	303	3	4	1	5
YNL197C	XIV	267608	269593	-	1986	2027	1524	2715	3005
YNL196C	XIV	270275	271171	-	897	84	55	88	114
YNL195C	XIV	271523	272308	-	786	92	118	80	222
YNL194C	XIV	272710	273615	-	906	97	134	142	289
YNL193W	XIV	274368	276044	+	1677	509	604	665	1176
YNL192W	XIV	276502	279897	+	3396	2767	2892	3437	5421
YNL191W	XIV	280432	281505	+	1074	916	826	1004	1541
YNL190W	XIV	282395	283009	+	615	4207	3571	5397	6951
YNL189W	XIV	284260	285888	+	1629	4840	4520	6620	8593
YNL188W	XIV	286308	287609	+	1302	739	501	844	1049
YNL187W	XIV	287994	289067	+	1074	371	297	384	573
YNL186W	XIV	289498	291876	+	2379	3787	2765	4560	5142
YNL185C	XIV	292193	292669	-	477	809	674	852	1227
YNL184C	XIV	292557	292883	-	327	1	2	0	1
YNL183C	XIV	293137	295509	-	2373	938	1005	1174	2158
YNL182C	XIV	295960	297627	-	1668	2032	1387	2472	2803
YNL181W	XIV	298335	299558	+	1224	1294	1317	1585	2423
YNL180C	XIV	299654	300649	-	996	1519	1616	1677	3017
YNL179C	XIV	300666	301103	-	438	79	118	118	262
YNL178W	XIV	302680	303402	+	723	48804	32473	63183	67421
YNL177C	XIV	303686	304615	-	930	1351	1181	1519	2356
YNL176C	XIV	305070	306980	-	1911	1184	1260	1465	2600
YNL175C	XIV	307401	308612	-	1212	2696	1515	3301	3119
YNL174W	XIV	308074	308646	+	573	0	0	0	0
YNL173C	XIV	308957	310057	-	1101	1696	1742	1652	3351
YNL172W	XIV	310636	315882	+	5247	783	917	988	1691
YNL171C	XIV	315629	315997	-	369	43	41	34	77
YNL170W	XIV	315978	316373	+	396	23	17	15	17
YNL169C	XIV	316169	317671	-	1503	1380	1166	1749	2125
YNL168C	XIV	318030	318809	-	780	652	595	960	1344
YNL167C	XIV	319416	321359	-	1944	1309	1057	1516	2138
YNL166C	XIV	322219	323565	-	1347	1707	1799	1877	3251
YNL165W	XIV	323832	325052	+	1221	550	581	697	1266
