gene_id,D_1_count,D_2_count,D_3_count,G_1_count,G_2_count,G_3_count,D_1_fpkm,D_2_fpkm,D_3_fpkm,G_1_fpkm,G_2_fpkm,G_3_fpkm,DvsG_D,DvsG_G,DvsG_log2FoldChange,DvsG_pvalue,DvsG_padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,Family
tE(UUC)B,0,0,0,0,1,2,0,0,0,0,0.730419531,1.190060887,0,0.771723945,-1.729575657,0.606379511,0.64864521,tE(UUC)B,II,645167,645238,+,72,tRNA,- && - && -,-
tH(GUG)H,0,0,3,0,0,0,0,0,3.233969585,0,0,0,1.304427728,0,3.168495677,0.292481775,0.336707352,tH(GUG)H,VIII,62755,62826,+,72,tRNA,- && - && -,-
YCL046W,0,1,1,0,1,0,0,0.219598046,0.239553303,0,0.162315451,0,0.832220205,0.295096534,1.570608156,0.575545462,0.619161159,YCL046W,III,46640,46963,+,324,protein_coding,- && sp|P25575|YCE6_YEAST Putative uncharacterized protein YCL046W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCL046W PE=5 SV=1 && -,-
YCR049C,0,0,0,0,1,1,0,0,0,0,0.117651468,0.09584383,0,0.53341024,-1.189466392,0.760617894,0.791975974,YCR049C,III,211871,212317,-,447,protein_coding,- && sp|P25629|YCT9_YEAST Putative uncharacterized protein YCR049C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR049C PE=5 SV=1 && -,-
YDL096C,0,0,1,0,2,0,0,0,0.237355566,0,0.321652638,0,0.434809243,0.590193068,-0.341867184,0.912060381,0.923993375,OPI6,IV,286998,287324,-,327,protein_coding,- && sp|Q07521|OPI6_YEAST Putative uncharacterized protein OPI6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OPI6 PE=5 SV=1 && -,-
YDR445C,0,0,0,3,0,0,0,0,0,0.336825628,0,0,0,0.764365522,-1.718360652,0.641395061,0.681127916,YDR445C,IV,1352182,1352589,-,408,protein_coding,- && sp|Q04100|YD445_YEAST Putative uncharacterized protein YDR445C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR445C PE=5 SV=1 && -,-
YOR331C,0,0,0,3,0,0,0,0,0,0.246281105,0,0,0,0.764365522,-1.718360652,0.641395061,0.681127916,YOR331C,XV,943565,944122,-,558,protein_coding,- && sp|Q08786|YO331_YEAST Putative uncharacterized membrane protein YOR331C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR331C PE=5 SV=1 && PF01991:ATP synthase (E/31 kDa) subunit,-
tI(AAU)L2,1,0,1,1,0,0,1.051510043,0,1.048855001,0.619030884,0,0,0.870647474,0.254788507,1.618373531,0.564034107,0.608121583,tI(AAU)L2,XII,1052071,1052144,-,74,tRNA,- && sp|P53977|YNB7_YEAST Putative uncharacterized protein YNL017C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL017C PE=5 SV=1 && -,-
YLR463C,1,0,0,1,0,0,0.140963303,0,0,0.082986024,0,0,0.435838232,0.254788507,0.690484429,0.847092339,0.867735739,YLR463C,XII,1066265,1066816,-,552,protein_coding,- && sp|O13557|YL463_YEAST Putative uncharacterized protein YLR463C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR463C PE=5 SV=1 && -,-
tA(AGC)M1,0,0,0,4,0,0,0,0,0,2.510043038,0,0,0,1.01915403,-2.133254206,0.517802548,0.562190338,tA(AGC)M1,XIII,321147,321219,-,73,tRNA,- && - && -,-
tV(AAC)M3,0,2,0,2,0,0,0,1.922966674,0,1.238061769,0,0,0.794821926,0.509577015,0.653865416,0.817293619,0.842389762,tV(AAC)M3,XIII,586636,586709,-,74,tRNA,- && - && -,-
tG(GCC)B,0,0,0,0,0,3,0,0,0,0,0,1.810233461,0,0.714941117,-1.631993683,0.666453989,0.705214991,tG(GCC)B,II,197629,197699,-,71,tRNA,- && - && -,-
YNR077C,0,0,0,0,4,0,0,0,0,0,0.824944412,0,0,1.180386135,-2.321822168,0.458221615,0.504332432,YNR077C,XIV,783287,783541,-,255,protein_coding,- && sp|P53758|YN9D_YEAST UPF0320 protein YNR077C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNR077C PE=1 SV=1 && -,-
tT(AGU)J,0,0,0,1,0,1,0,0,0,0.627510759,0,0.586879341,0,0.493102213,-1.093226862,0.786001155,0.813211641,tT(AGU)J,X,59100,59172,-,73,tRNA,- && - && -,-
YJL175W,0,0,0,2,1,0,0,0,0,0.178589807,0.102515022,0,0,0.804673549,-1.782763788,0.589710212,0.632800848,YJL175W,X,94049,94561,+,513,protein_coding,- && sp|P46991|YJR5_YEAST Putative uncharacterized membrane protein YJL175W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL175W PE=5 SV=1 && -,-
YJR162C,0,0,1,0,0,3,0,0,0.221126125,0,0,0.36617258,0.434809243,0.714941117,-0.680243885,0.817756474,0.842611918,YJR162C,X,744911,745261,-,351,protein_coding,- && sp|P47188|YJ9Z_YEAST Putative UPF0320 protein YJR162C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR162C PE=5 SV=1 && PF04318:Protein of unknown function (DUF468),-
YHL019W-A,0,0,0,2,2,0,0,0,0,0.154236651,0.177071401,0,0,1.099770083,-2.228703671,0.445606847,0.492117513,YHL019W-A,VIII,67711,68304,+,594,protein_coding,- && sp|A0A023PXL1|YH019_YEAST Putative uncharacterized membrane protein YHL019W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHL019W-A PE=5 SV=1 && PF00928:Adaptor complexes medium subunit family,-
YHR056W-A,0,3,0,1,0,0,0,0.490688048,0,0.105306403,0,0,1.192232888,0.254788507,2.102200633,0.44162354,0.488034837,YHR056W-A,VIII,217406,217840,+,435,protein_coding,- && sp|A0A023PXL7|YH056_YEAST Putative uncharacterized membrane protein YHR056W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR056W-A PE=5 SV=1 && PF00172:Fungal Zn(2)-Cys(6) binuclear cluster domain,-
YHR165W-A,0,0,2,0,0,1,0,0,0.497533782,0,0,0.137314718,0.869618485,0.238313706,1.618742118,0.591185439,0.634084304,YHR165W-A,VIII,436647,436958,+,312,protein_coding,- && sp|P33334|PRP8_YEAST Pre-mRNA-splicing factor 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP8 PE=1 SV=1 && -,-
YHR212C,0,0,0,0,0,1,0,0,0,0,0,0.127506524,NA,NA,NA,NA,NA,YHR212C,VIII,537759,538094,-,336,protein_coding,- && sp|P0CX88|YAN0_YEAST Putative uncharacterized protein YAR060C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAR060C PE=5 SV=1 && -,-
YCL074W,0,0,0,1,0,0,0,0,0,0.049415626,0,0,NA,NA,NA,NA,NA,YCL074W,III,2824,3750,+,927,pseudogene,- && sp|P25600|YCH4_YEAST Putative transposon Ty5-1 protein YCL074W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY5A PE=5 SV=2 && PF07727:Reverse transcriptase (RNA-dependent DNA polymerase),-
Q0115,0,0,0,2,0,2,0,0,0,0.058955322,0,0.055137956,0,0.986204426,-2.092671867,0.490346239,0.535881199,BI3,Mito,36540,40265,+,1554,protein_coding,- && sp|Q9ZZW7|MBI3_YEAST Cytochrome b mRNA maturase bI3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BI3 PE=1 SV=1 && -,-
Q0143,0,0,0,1,0,3,0,0,0,0.299400558,0,0.840042979,0,0.969729624,-2.071217732,0.500179904,0.545054512,Q0143,Mito,51277,51429,+,153,protein_coding,"- && sp|Q9ZZW3|Q0143_YEAST Putative uncharacterized protein Q0143, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=Q0143 PE=5 SV=1 && -",-
tK(CUU)G2,0,0,0,1,1,0,0,0,0,0.627510759,0.720413784,0,0,0.549885041,-1.228150251,0.750238291,0.782507839,tK(CUU)G2,VII,185714,185786,-,73,tRNA,- && sp|Q04100|YD445_YEAST Putative uncharacterized protein YDR445C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR445C PE=5 SV=1 && -,-
YML084W,0,0,0,0,0,1,0,0,0,0,0,0.13864787,NA,NA,NA,NA,NA,YML084W,XIII,99489,99797,+,309,protein_coding,- && sp|Q04521|YMI4_YEAST Putative uncharacterized protein YML084W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML084W PE=5 SV=1 && -,-
YJL223C,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PAU1,X,8776,9138,-,363,protein_coding,- && sp|P0CE89|PAU14_YEAST Seripauperin-14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAU14 PE=3 SV=1 && PF00660:Seripauperin and TIP1 family,-
tD(GUC)J3,0,0,0,0,0,1,0,0,0,0,0,0.595030443,NA,NA,NA,NA,NA,tD(GUC)J3,X,374424,374495,-,72,tRNA,- && - && -,-
tR(CCU)J,0,0,0,0,0,3,0,0,0,0,0,1.78509133,0,0.714941117,-1.631993683,0.666453989,0.705214991,HSX1,X,538555,538626,+,72,tRNA,- && - && -,-
YHR180W-A,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YHR180W-A,VIII,466932,467114,+,183,protein_coding,- && sp|P0C5N8|YH80A_YEAST Putative uncharacterized protein YHR180W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR180W-A PE=5 SV=1 && -,-
YHR193C-A,1,0,0,0,0,2,0.207497982,0,0,0,0,0.22849169,0.435838232,0.476627411,-0.099964433,0.975281306,0.978584424,YHR193C-A,VIII,488653,489027,-,375,protein_coding,- && sp|P38880|MDM31_YEAST Mitochondrial distribution and morphology protein 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDM31 PE=1 SV=1 && PF08118:Yeast mitochondrial distribution and morphology (MDM) proteins,-
YHR212W-A,0,0,0,1,1,0,0,0,0,0.224550419,0.257795129,0,0,0.549885041,-1.228150251,0.750238291,0.782507839,YHR212W-A,VIII,538742,538945,+,204,protein_coding,- && sp|P0CX90|YAN1_YEAST Uncharacterized protein YAR061W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAR061W PE=5 SV=1 && -,-
YHR214C-D,0,0,0,0,0,2,0,0,0,0,0,0.291443482,0,0.476627411,-1.050999475,0.79519255,0.821847723,YHR214C-D,VIII,550648,550941,-,294,protein_coding,- && sp|P0CX92|YAN9_YEAST Putative uncharacterized protein YAR069C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAR069C PE=5 SV=1 && -,-
tE(CUC)I,0,0,0,0,0,1,0,0,0,0,0,0.595030443,NA,NA,NA,NA,NA,tE(CUC)I,IX,197592,197663,+,72,tRNA,- && sp|Q05612|YD278_YEAST Uncharacterized protein YDR278C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR278C PE=4 SV=1 && -,-
tI(AAU)I2,0,1,0,2,0,0,0,0.961483337,0,1.238061769,0,0,0.397410963,0.509577015,-0.17565608,0.956654508,0.962445566,tI(AAU)I2,IX,210665,210738,+,74,tRNA,- && sp|P53977|YNB7_YEAST Putative uncharacterized protein YNL017C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL017C PE=5 SV=1 && -,-
YAL059C-A,0,0,0,1,0,1,0,0,0,0.108293819,0,0.101281778,0,0.493102213,-1.093226862,0.786001155,0.813211641,YAL059C-A,I,36496,36918,-,423,protein_coding,- && sp|P39715|ECM1_YEAST Shuttling pre-60S factor ECM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM1 PE=1 SV=2 && PF09135:Alb1,-
tG(GCC)D1,1,0,0,0,1,0,1.095940045,0,0,0,0.74070713,0,0.435838232,0.295096534,0.690484491,0.843945967,0.865490236,tG(GCC)D1,IV,83548,83618,+,71,tRNA,- && - && -,-
tR(UCU)D,0,0,0,0,2,0,0,0,0,0,1.460839062,0,0,0.590193068,-1.31938714,0.743075482,0.777118723,tR(UCU)D,IV,568882,568953,+,72,tRNA,- && sp|P53291|YG3U_YEAST Uncharacterized protein YGR164W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR164W PE=4 SV=1 && -,-
tX(XXX)D,0,0,0,1,1,0,0,0,0,0.458082854,0.525902062,0,0,0.549885041,-1.228150251,0.750238291,0.782507839,tX(XXX)D,IV,1150842,1150941,-,100,tRNA,- && - && -,-
YDR355C,0,0,0,0,0,2,0,0,0,0,0,0.282786745,0,0.476627411,-1.050999475,0.79519255,0.821847723,YDR355C,IV,1186067,1186369,-,303,protein_coding,- && sp|P87285|YD355_YEAST Putative uncharacterized protein YDR355C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR355C PE=5 SV=1 && -,-
tP(UGG)O2,0,0,0,2,0,0,0,0,0,1.272452373,0,0,0,0.509577015,-1.134352755,0.778937512,0.80716555,SUF11,XV,464450,464551,+,72,tRNA,- && - && -,-
YOR072W-B,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YOR072W-B,XV,464469,464630,+,162,protein_coding,- && sp|Q3E832|YO72B_YEAST Uncharacterized protein YOR072W-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR072W-B PE=1 SV=1 && -,-
YOR325W,0,0,0,0,2,0,0,0,0,0,0.221899604,0,0,0.590193068,-1.31938714,0.743075482,0.777118723,YOR325W,XV,924577,925050,+,474,protein_coding,- && sp|Q12261|YO325_YEAST Putative uncharacterized protein YOR325W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR325W PE=5 SV=1 && -,-
YOR379C,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YOR379C,XV,1050726,1051064,-,339,protein_coding,- && sp|Q08903|YO379_YEAST Putative uncharacterized protein YOR379C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR379C PE=5 SV=1 && -,-
YOR394W,0,0,0,0,1,1,0,0,0,0,0.106242841,0.086549883,0,0.53341024,-1.189466392,0.760617894,0.791975974,PAU21,XV,1082718,1083212,+,495,protein_coding,- && sp|P0CE86|PAU21_YEAST Seripauperin-21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAU21 PE=3 SV=1 && PF00660:Seripauperin and TIP1 family,-
tA(AGC)G,0,0,0,0,2,0,0,0,0,0,1.440827568,0,0,0.590193068,-1.31938714,0.743075482,0.777118723,tA(AGC)G,VII,774349,774421,+,73,tRNA,- && - && -,-
YLL065W,1,0,0,0,0,1,0.221685878,0,0,0,0,0.122057527,0.435838232,0.238313706,0.690484401,0.848422646,0.868387527,YLL065W,XII,11726,12076,+,351,protein_coding,- && sp|Q99339|GIN11_YEAST Putative UPF0320 protein YLL065W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLL065W PE=5 SV=1 && PF04318:Protein of unknown function (DUF468),-
tS(AGA)L,0,0,0,2,0,0,0,0,0,1.117275255,0,0,0,0.509577015,-1.134352755,0.778937512,0.80716555,tS(AGA)L,XII,167944,168025,-,82,tRNA,- && - && -,-
YLR157C,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ASP3-2,XII,472969,474057,-,1089,protein_coding,"- && sp|P0CZ17|ASP21_YEAST L-asparaginase 2-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASP3-1 PE=1 SV=1 && PF17763:Glutaminase/Asparaginase C-terminal domain|PF00710:Asparaginase, N-terminal",-
RDN5-6,0,0,0,0,1,1,0,0,0,0,0.434629804,0.354067702,0,0.53341024,-1.189466392,0.760617894,0.791975974,RDN5-6,XII,489349,489469,+,121,rRNA,- && sp|P0CY04|YL157_YEAST Uncharacterized protein YLR157C-C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR157C-C PE=4 SV=1 && -,-
tL(UAG)L2,0,0,0,0,0,2,0,0,0,0,0,1.04493151,0,0.476627411,-1.050999475,0.79519255,0.821847723,tL(UAG)L2,XII,732090,732190,+,82,tRNA,- && - && -,-
tN(GUU)L,0,0,0,0,0,1,0,0,0,0,0,0.578948539,NA,NA,NA,NA,NA,tN(GUU)L,XII,975983,976056,-,74,tRNA,- && - && -,-
YPR177C,0,0,0,2,0,0,0,0,0,0.246281105,0,0,0,0.509577015,-1.134352755,0.778937512,0.80716555,YPR177C,XVI,892313,892684,-,372,protein_coding,- && sp|O13575|YP177_YEAST Putative uncharacterized protein YPR177C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR177C PE=5 SV=1 && -,-
tA(AGC)M2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,tA(AGC)M2,XIII,768369,768441,-,73,tRNA,- && - && -,-
YBL108C-A,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PAU9,II,7605,7733,-,129,protein_coding,- && sp|P0CE93|PAU11_YEAST Seripauperin-11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAU11 PE=3 SV=1 && -,-
YBL108W,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YBL108W,II,8177,8482,+,306,protein_coding,- && sp|P38161|YBK8_YEAST Putative UPF0377 protein YBL108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL108W PE=5 SV=1 && -,-
YBL083C,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YBL083C,II,69713,70138,-,426,protein_coding,- && sp|P38178|YBI3_YEAST Putative uncharacterized protein YBL083C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL083C PE=5 SV=1 && PF05208:ALG3 protein,-
YNL174W,0,0,0,1,0,0,0,0,0,0.079944652,0,0,NA,NA,NA,NA,NA,YNL174W,XIV,308074,308646,+,573,protein_coding,- && sp|P53883|NOP13_YEAST Nucleolar protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP13 PE=1 SV=2 && -,-
YJR022W,0,0,0,0,2,0,0,0,0,0,0.318728523,0,0,0.590193068,-1.31938714,0.743075482,0.777118723,LSM8,X,469784,470113,+,330,protein_coding,- && sp|P47093|LSM8_YEAST U6 snRNA-associated Sm-like protein LSm8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSM8 PE=1 SV=2 && PF01423:LSM domain,-
tM(CAU)J3,0,0,0,2,0,0,0,0,0,1.272452373,0,0,0,0.509577015,-1.134352755,0.778937512,0.80716555,IMT3,X,517813,517884,-,72,tRNA,- && - && -,-
YKL223W,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YKL223W,XI,2389,2721,+,333,protein_coding,- && sp|P36031|YKW3_YEAST Putative UPF0377 protein YKL223W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKL223W PE=5 SV=1 && -,-
YKR033C,0,0,0,0,0,1,0,0,0,0,0,0.100568526,NA,NA,NA,NA,NA,YKR033C,XI,506879,507304,-,426,protein_coding,- && sp|P36128|YK13_YEAST Putative uncharacterized protein YKR033C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKR033C PE=5 SV=1 && PF00320:GATA zinc finger,zf-GATA
tI(AAU)E2,0,0,1,0,0,1,0,0,1.048855001,0,0,0.578948539,0.434809243,0.238313706,0.690484399,0.848506627,0.868387527,tI(AAU)E2,V,551285,551358,-,74,tRNA,- && sp|P53977|YNB7_YEAST Putative uncharacterized protein YNL017C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL017C PE=5 SV=1 && -,-
YIR020C-B,0,0,1,0,1,0,0,0,0.105599007,0,0.071551301,0,0.434809243,0.295096534,0.69048449,0.844024453,0.865490236,YIR020C-B,IX,397215,397949,-,735,protein_coding,- && sp|Q03888|YI020_YEAST Putative uncharacterized protein YIR020C-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YIR020C-B PE=5 SV=1 && PF09159:Mitochondrial resolvase Ydc2 / RNA splicing MRS1,-
YCL076W,0,0,0,0,1,0,0,0,0,0,0.070685761,0,NA,NA,NA,NA,NA,YCL076W,III,1392,2135,+,744,protein_coding,- && sp|P25602|YCH6_YEAST Putative uncharacterized protein YCL076W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCL076W PE=5 SV=2 && PF17241:Family of unknown function (DUF5314),-
YCL067C,0,0,1,1,0,0,0,0,0.122614961,0.07236696,0,0,0.434809243,0.254788507,0.690484427,0.847174651,0.867735739,HMLALPHA2,III,12386,13018,-,633,protein_coding,- && sp|P0CY09|HMAL2_YEAST Silenced mating-type protein ALPHA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMLALPHA2 PE=3 SV=1 && PF00046:Homeodomain,Homeobox
tG(GCC)F1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SUF20,VI,162228,162298,+,71,tRNA,- && - && -,-
Q0092,0,0,0,1,1,0,0,0,0,0.324881457,0.372980186,0,0,0.549885041,-1.228150251,0.750238291,0.782507839,Q0092,Mito,30874,31014,+,141,protein_coding,"- && sp|Q35811|Q0092_YEAST Putative uncharacterized protein Q0092, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=Q0092 PE=5 SV=1 && -",-
Q0142,0,0,0,0,2,0,0,0,0,0,0.594239619,0,0,0.590193068,-1.31938714,0.743075482,0.777118723,Q0142,Mito,51052,51228,+,177,protein_coding,- && - && -,-
YDR094W,0,0,0,1,0,0,0,0,0,0.136334183,0,0,NA,NA,NA,NA,NA,YDR094W,IV,635840,636175,+,336,protein_coding,- && sp|A0A023PYD3|YD94W_YEAST Putative uncharacterized protein YDR094W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR094W PE=5 SV=1 && -,-
YOL166W-A,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YOL166W-A,XV,585,740,+,156,protein_coding,- && sp|Q8TGJ1|YO16A_YEAST UPF0320 protein YOL166W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOL166W-A PE=3 SV=1 && -,-
tR(ACG)O,0,0,0,0,0,1,0,0,0,0,0,0.586879341,NA,NA,NA,NA,NA,tR(ACG)O,XV,340299,340371,-,73,tRNA,- && - && -,-
YGL218W,0,1,0,0,0,0,0,0.109293037,0,0,0,0,NA,NA,NA,NA,NA,YGL218W,VII,83650,84300,+,651,protein_coding,- && sp|P53084|YGW8_YEAST Putative uncharacterized protein YGL218W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL218W PE=5 SV=1 && -,-
RDN5-5,0,0,0,0,1,0,0,0,0,0,0.441934506,0,NA,NA,NA,NA,NA,RDN5-5,XII,485697,485815,+,119,rRNA,- && sp|P0CY04|YL157_YEAST Uncharacterized protein YLR157C-C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR157C-C PE=4 SV=1 && -,-
YLR364C-A,0,0,0,1,0,0,0,0,0,0.372425085,0,0,NA,NA,NA,NA,NA,YLR364C-A,XII,855523,855645,-,123,protein_coding,- && sp|P0C5Q1|YL64A_YEAST Uncharacterized protein YLR364C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR364C-A PE=1 SV=1 && -,-
YPL282C,0,0,0,0,0,1,0,0,0,0,0,0.086549883,NA,NA,NA,NA,NA,PAU22,XVI,7933,8427,-,495,protein_coding,- && sp|P0CE86|PAU21_YEAST Seripauperin-21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAU21 PE=3 SV=1 && PF00660:Seripauperin and TIP1 family,-
YML101C-A,0,1,0,0,0,0,0,0.223741405,0,0,0,0,NA,NA,NA,NA,NA,YML101C-A,XIII,69409,69726,-,318,protein_coding,- && sp|Q6B0Z2|YM101_YEAST Putative uncharacterized protein YML101C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML101C-A PE=5 SV=2 && -,-
YBL062W,0,0,0,1,0,0,0,0,0,0.12023172,0,0,NA,NA,NA,NA,NA,YBL062W,II,105308,105688,+,381,protein_coding,- && sp|P38189|YBG2_YEAST Putative uncharacterized membrane protein YBL062W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL062W PE=5 SV=1 && -,-
tD(GUC)B,0,1,0,0,0,0,0,0.988191207,0,0,0,0,NA,NA,NA,NA,NA,tD(GUC)B,II,405960,406031,+,72,tRNA,- && - && -,-
YNL338W,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YNL338W,XIV,6561,6719,+,159,protein_coding,- && - && -,-
tG(GCC)J1,0,1,0,0,0,0,0,1.002109393,0,0,0,0,NA,NA,NA,NA,NA,tG(GCC)J1,X,396726,396796,-,71,tRNA,- && - && -,-
YER084W-A,1,0,0,0,0,0,0.151679811,0,0,0,0,0,NA,NA,NA,NA,NA,YER084W-A,V,327598,328110,+,513,protein_coding,- && sp|A0A023PZG0|YE084_YEAST Putative uncharacterized membrane protein YER084W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YER084W-A PE=5 SV=1 && -,-
tP(UGG)H,1,0,0,0,0,0,1.080718655,0,0,0,0,0,NA,NA,NA,NA,NA,SUF8,VIII,388893,388995,-,72,tRNA,- && - && -,-
YIL172C,1,0,0,0,0,0,0.043961437,0,0,0,0,0,NA,NA,NA,NA,NA,IMA3,IX,16784,18553,-,1770,protein_coding,"- && sp|P0CW40|MALX2_YEAST Oligo-1,6-glucosidase IMA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMA3 PE=1 SV=1 && PF00128:Alpha amylase, catalytic domain",-
tT(AGU)I2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,tT(AGU)I2,IX,325748,325820,+,73,tRNA,- && - && -,-
YCL075W,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,YCL075W,III,2126,2566,+,441,pseudogene,- && sp|P25601|YCH5_YEAST Putative transposon Ty5-1 protein YCL075W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY5B PE=5 SV=1 && -,-
tG(GCC)C,0,0,0,0,1,0,0,0,0,0,0.74070713,0,NA,NA,NA,NA,NA,SUF16,III,142701,142771,-,71,tRNA,- && - && -,-
