gene_id,location,location_encoded,split
YDR235W,Nucleus,3,train
YDR236C,Mitochondria,2,train
YDR240C,Nucleus,3,train
YDR246W,Membrane_Secretory,1,train
YDR247W,Cytoplasm,0,train
YMR153W,Nucleus,3,train
YMR159C,Other,4,test
YMR164C,Nucleus,3,train
YDR096W,Nucleus,3,train
YDR097C,Nucleus,3,test
YDR098C-B,Nucleus,3,train
YDR101C,Nucleus,3,train
YDR104C,Other,4,test
YDR128W,Membrane_Secretory,1,test
YDR130C,Nucleus,3,train
YDR140W,Nucleus,3,train
YDR141C,Membrane_Secretory,1,train
YDR190C,Nucleus,3,train
YDR196C,Nucleus,3,train
YDR200C,Membrane_Secretory,1,train
YDR201W,Nucleus,3,train
YKL139W,Nucleus,3,test
YDR174W,Nucleus,3,train
YDR175C,Mitochondria,2,train
YDR179C,Nucleus,3,train
YDR180W,Nucleus,3,train
YDR181C,Nucleus,3,train
YMR241W,Mitochondria,2,train
YDR412W,Nucleus,3,train
YDR416W,Nucleus,3,train
YDR419W,Nucleus,3,train
YDR425W,Membrane_Secretory,1,train
YDR429C,Cytoplasm,0,test
YDR434W,Membrane_Secretory,1,train
YDR437W,Membrane_Secretory,1,train
YDR439W,Nucleus,3,train
YDR440W,Nucleus,3,train
YDR446W,Nucleus,3,train
YDR452W,Membrane_Secretory,1,train
YDR453C,Cytoplasm,0,train
YDR456W,Membrane_Secretory,1,test
YDR386W,Nucleus,3,train
YDR395W,Cytoplasm,0,train
YDR398W,Nucleus,3,train
YDR399W,Nucleus,3,train
YDR400W,Nucleus,3,test
YDR407C,Other,4,train
YDR409W,Nucleus,3,test
YML102W,Nucleus,3,train
YMR044W,Nucleus,3,train
YMR045C,Nucleus,3,train
YMR128W,Nucleus,3,test
YML015C,Nucleus,3,train
YML013W,Membrane_Secretory,1,train
YML005W,Cytoplasm,0,train
YMR076C,Nucleus,3,train
YMR077C,Membrane_Secretory,1,train
YMR093W,Nucleus,3,train
YDR045C,Nucleus,3,train
YDR049W,Mitochondria,2,train
YMR192W,Cytoplasm,0,test
YMR197C,Membrane_Secretory,1,test
YMR017W,Membrane_Secretory,1,train
YMR018W,Membrane_Secretory,1,train
YMR026C,Membrane_Secretory,1,test
YDR496C,Nucleus,3,train
YDR499W,Nucleus,3,test
YDR503C,Membrane_Secretory,1,train
YDR511W,Mitochondria,2,test
YDR516C,Cytoplasm,0,train
YDR517W,Cytoplasm,0,train
YDR531W,Nucleus,3,train
YDR532C,Nucleus,3,train
YDR533C,Cytoplasm,0,train
YMR106C,Nucleus,3,train
YMR109W,Other,4,train
YMR110C,Mitochondria,2,train
YMR111C,Nucleus,3,train
YMR115W,Mitochondria,2,train
YMR117C,Nucleus,3,train
YLR208W,Membrane_Secretory,1,train
YML093W,Nucleus,3,train
YDR118W,Nucleus,3,train
YDR121W,Nucleus,3,train
YDR126W,Membrane_Secretory,1,test
YML071C,Membrane_Secretory,1,train
YML069W,Nucleus,3,train
YML067C,Membrane_Secretory,1,train
YMR048W,Nucleus,3,train
YMR049C,Nucleus,3,train
YMR050C,Nucleus,3,train
YLR005W,Nucleus,3,train
YML049C,Nucleus,3,train
YML047C,Membrane_Secretory,1,train
YML045W,Nucleus,3,train
YML043C,Nucleus,3,train
YMR062C,Mitochondria,2,train
YER027C,Nucleus,3,train
YMR065W,Nucleus,3,train
YMR068W,Membrane_Secretory,1,train
YMR075W,Nucleus,3,train
YMR247C,Nucleus,3,train
YMR255W,Nucleus,3,test
YMR258C,Nucleus,3,test
YMR312W,Nucleus,3,train
YMR318C,Nucleus,3,test
YDR218C,Membrane_Secretory,1,train
YDR221W,Membrane_Secretory,1,train
YDR223W,Nucleus,3,train
YDR231C,Mitochondria,2,train
YDR233C,Membrane_Secretory,1,train
YMR305C,Membrane_Secretory,1,train
YML059C,Membrane_Secretory,1,test
YML058W,Nucleus,3,train
YML055W,Membrane_Secretory,1,train
YMR226C,Nucleus,3,train
YMR227C,Nucleus,3,train
YMR229C,Nucleus,3,train
YMR236W,Nucleus,3,train
YMR237W,Other,4,train
YMR238W,Membrane_Secretory,1,train
YMR029C,Membrane_Secretory,1,test
YMR031C,Membrane_Secretory,1,train
YMR032W,Cytoplasm,0,train
YMR033W,Nucleus,3,train
YOL155C,Membrane_Secretory,1,train
YDL088C,Nucleus,3,test
YAR002C-A,Membrane_Secretory,1,train
YDR334W,Nucleus,3,train
YDR339C,Nucleus,3,test
YDR346C,Nucleus,3,train
YDR284C,Membrane_Secretory,1,train
YDR289C,Nucleus,3,train
YDR291W,Nucleus,3,train
YDR294C,Membrane_Secretory,1,train
YDR265W,Membrane_Secretory,1,train
YDR266C,Cytoplasm,0,test
YDR267C,Nucleus,3,train
YDR272W,Cytoplasm,0,train
YDR280W,Nucleus,3,train
YLR192C,Cytoplasm,0,train
YLR193C,Mitochondria,2,train
YLR194C,Membrane_Secretory,1,test
YLR206W,Membrane_Secretory,1,test
YLR207W,Membrane_Secretory,1,test
YLR211C,Cytoplasm,0,train
YLR215C,Cytoplasm,0,train
YLR284C,Membrane_Secretory,1,train
YLR298C,Nucleus,3,test
YLR299W,Membrane_Secretory,1,test
YLR360W,Membrane_Secretory,1,train
YLR368W,Mitochondria,2,train
YLR369W,Mitochondria,2,test
YLR370C,Cytoplasm,0,train
YLR373C,Nucleus,3,train
YLR222C,Nucleus,3,train
YLR226W,Nucleus,3,test
YLR228C,Nucleus,3,train
YLR231C,Nucleus,3,train
YLR389C,Membrane_Secretory,1,train
YLR394W,Nucleus,3,test
YLR401C,Nucleus,3,train
YLR404W,Membrane_Secretory,1,train
YLR409C,Nucleus,3,train
YPR105C,Membrane_Secretory,1,train
YPR107C,Nucleus,3,train
YPR108W,Nucleus,3,train
YPR112C,Nucleus,3,train
YLR336C,Nucleus,3,train
YLR343W,Membrane_Secretory,1,train
YLR347C,Nucleus,3,train
YLR348C,Mitochondria,2,train
YLR350W,Membrane_Secretory,1,train
YLR260W,Membrane_Secretory,1,test
YLR265C,Nucleus,3,train
YLR270W,Cytoplasm,0,train
YLR272C,Nucleus,3,train
YLR312C,Membrane_Secretory,1,train
YLR313C,Cytoplasm,0,test
YLR315W,Nucleus,3,train
YLR318W,Nucleus,3,train
YLR320W,Nucleus,3,train
YLR321C,Nucleus,3,train
YLR328W,Nucleus,3,train
YLR455W,Nucleus,3,train
YLR449W,Nucleus,3,train
YPR164W,Nucleus,3,train
YPR168W,Nucleus,3,train
YLR275W,Nucleus,3,train
YLR276C,Nucleus,3,test
YLR277C,Nucleus,3,train
YLR181C,Membrane_Secretory,1,train
YLR183C,Nucleus,3,test
YLR186W,Nucleus,3,train
YLR189C,Membrane_Secretory,1,train
YLR190W,Mitochondria,2,train
YDR352W,Membrane_Secretory,1,train
YDR357C,Cytoplasm,0,train
YDR359C,Nucleus,3,train
YDR362C,Nucleus,3,train
YDR363W,Nucleus,3,test
YDR365C,Nucleus,3,train
YDR367W,Membrane_Secretory,1,test
YDR370C,Cytoplasm,0,train
YDR372C,Other,4,train
YDR373W,Other,4,train
YDR378C,Nucleus,3,test
YDR379W,Cytoplasm,0,train
YDR380W,Cytoplasm,0,train
YLR422W,Mitochondria,2,train
YLR423C,Cytoplasm,0,test
YLR424W,Nucleus,3,train
YPR154W,Nucleus,3,train
YLR357W,Nucleus,3,test
YPR125W,Mitochondria,2,train
YPR128C,Membrane_Secretory,1,train
YPR131C,Cytoplasm,0,train
YPR133C,Nucleus,3,train
YPR137W,Nucleus,3,test
YPR139C,Membrane_Secretory,1,train
YPR140W,Mitochondria,2,test
YPR144C,Nucleus,3,train
YPR147C,Membrane_Secretory,1,train
YLR242C,Membrane_Secretory,1,train
YLR246W,Membrane_Secretory,1,train
YLR247C,Nucleus,3,train
YPR188C,Cytoplasm,0,train
YPR194C,Membrane_Secretory,1,test
YPR199C,Nucleus,3,train
YPR201W,Membrane_Secretory,1,test
YPR171W,Membrane_Secretory,1,train
YPR174C,Nucleus,3,train
YPR179C,Nucleus,3,train
YPR184W,Mitochondria,2,test
YPR185W,Cytoplasm,0,train
YDR295C,Nucleus,3,train
YDR296W,Nucleus,3,test
YDR299W,Nucleus,3,train
YDR301W,Nucleus,3,train
YDR303C,Nucleus,3,train
YDR309C,Cytoplasm,0,train
YDR313C,Membrane_Secretory,1,train
YLR431C,Membrane_Secretory,1,train
YLR435W,Nucleus,3,train
YDR318W,Nucleus,3,train
YDR319C,Membrane_Secretory,1,train
YDR320C,Membrane_Secretory,1,train
YDR322W,Mitochondria,2,train
YDR324C,Nucleus,3,train
YDR325W,Nucleus,3,train
YDR326C,Mitochondria,2,train
YLR410W,Cytoplasm,0,train
YLR417W,Membrane_Secretory,1,train
YLR418C,Other,4,train
YLR308W,Other,4,train
YLR309C,Membrane_Secretory,1,train
YLR380W,Membrane_Secretory,1,test
YLR384C,Nucleus,3,train
YLR385C,Nucleus,3,test
YLR386W,Membrane_Secretory,1,train
YPR075C,Membrane_Secretory,1,train
YPR081C,Cytoplasm,0,train
YPR091C,Nucleus,3,train
YPR093C,Nucleus,3,train
YPR095C,Cytoplasm,0,train
YPL188W,Mitochondria,2,test
YLR006C,Cytoplasm,0,train
YDL043C,Nucleus,3,train
YDL060W,Nucleus,3,train
YDL065C,Membrane_Secretory,1,train
YDL070W,Nucleus,3,train
YDL074C,Nucleus,3,train
YDL077C,Membrane_Secretory,1,train
YDL080C,Nucleus,3,train
YDL084W,Nucleus,3,train
YDL087C,Nucleus,3,train
YDL113C,Membrane_Secretory,1,train
YDL115C,Nucleus,3,train
YDL117W,Cytoplasm,0,test
YDL120W,Mitochondria,2,train
YDL124W,Nucleus,3,train
YDL142C,Mitochondria,2,train
YDL213C,Nucleus,3,test
YDL219W,Cytoplasm,0,train
YDL222C,Membrane_Secretory,1,train
YDL225W,Membrane_Secretory,1,test
YDL235C,Nucleus,3,train
YDL239C,Other,4,test
YDR261W-B,Nucleus,3,train
YDR261C-D,Nucleus,3,train
YLL002W,Nucleus,3,train
YLL010C,Membrane_Secretory,1,test
YLL012W,Membrane_Secretory,1,train
YLL013C,Mitochondria,2,train
YLL027W,Mitochondria,2,train
YLL028W,Membrane_Secretory,1,train
YLL029W,Cytoplasm,0,train
YLL031C,Membrane_Secretory,1,test
YLL035W,Nucleus,3,test
YLL040C,Mitochondria,2,train
YLL042C,Other,4,train
YLR002C,Nucleus,3,train
YLR007W,Nucleus,3,test
YLR008C,Mitochondria,2,train
YLR009W,Nucleus,3,test
YLR010C,Nucleus,3,train
YLR011W,Nucleus,3,train
YLR016C,Nucleus,3,train
YLR017W,Nucleus,3,train
YLR020C,Membrane_Secretory,1,test
YLR022C,Nucleus,3,train
YLR024C,Cytoplasm,0,train
YLR033W,Nucleus,3,test
YLR072W,Membrane_Secretory,1,train
YLR074C,Nucleus,3,train
YLR103C,Nucleus,3,train
YOL010W,Nucleus,3,train
YOL011W,Membrane_Secretory,1,train
YOL013C,Membrane_Secretory,1,train
YOL018C,Membrane_Secretory,1,train
YOL021C,Nucleus,3,train
YOL027C,Mitochondria,2,train
YOL030W,Membrane_Secretory,1,train
YOL031C,Other,4,test
YOL034W,Nucleus,3,train
YOL041C,Nucleus,3,test
YOL043C,Nucleus,3,train
YOL044W,Membrane_Secretory,1,test
YOL045W,Cytoplasm,0,train
YOL047C,Membrane_Secretory,1,train
YOL070C,Cytoplasm,0,train
YOL071W,Mitochondria,2,train
YOL072W,Other,4,train
YOL077C,Nucleus,3,train
YOL078W,Membrane_Secretory,1,train
YOL109W,Membrane_Secretory,1,train
YOL133W,Nucleus,3,train
YOL135C,Nucleus,3,test
YOL138C,Membrane_Secretory,1,train
YOL141W,Mitochondria,2,train
YOL142W,Nucleus,3,train
YOL144W,Nucleus,3,train
YOR005C,Nucleus,3,train
YOR042W,Cytoplasm,0,train
YOR049C,Membrane_Secretory,1,train
YOR056C,Nucleus,3,train
YOR059C,Membrane_Secretory,1,train
YOR064C,Nucleus,3,train
YOR070C,Other,4,train
YOR073W,Other,4,train
YOR076C,Cytoplasm,0,train
YOR078W,Nucleus,3,train
YOR080W,Nucleus,3,train
YOR175C,Membrane_Secretory,1,train
YOR177C,Other,4,train
YOR180C,Membrane_Secretory,1,train
YOR189W,Nucleus,3,train
YOR191W,Nucleus,3,train
YOR195W,Other,4,train
YOR197W,Nucleus,3,train
YOR239W,Cytoplasm,0,test
YOR241W,Mitochondria,2,train
YOR243C,Nucleus,3,train
YOR245C,Membrane_Secretory,1,train
YOR246C,Membrane_Secretory,1,test
YOR249C,Nucleus,3,train
YOR250C,Nucleus,3,train
YOR251C,Mitochondria,2,train
YOR253W,Cytoplasm,0,train
YOR258W,Nucleus,3,train
YOR294W,Nucleus,3,train
YOR295W,Nucleus,3,test
YOR297C,Mitochondria,2,train
YOR299W,Other,4,train
YOR301W,Membrane_Secretory,1,test
YOR304W,Nucleus,3,train
YOR352W,Nucleus,3,test
YOR357C,Membrane_Secretory,1,train
YOR359W,Cytoplasm,0,train
YOR367W,Other,4,train
YOR371C,Cytoplasm,0,train
YOR372C,Nucleus,3,train
YOR381W,Membrane_Secretory,1,train
YPL178W,Nucleus,3,train
YPL180W,Membrane_Secretory,1,train
YPL181W,Nucleus,3,test
YPL183C,Membrane_Secretory,1,train
YPL184C,Cytoplasm,0,train
YPL191C,Cytoplasm,0,train
YPL192C,Other,4,test
YPL194W,Nucleus,3,train
YPL195W,Membrane_Secretory,1,train
YPL200W,Nucleus,3,train
YPL202C,Nucleus,3,test
YPL206C,Mitochondria,2,train
YPL207W,Membrane_Secretory,1,train
YPL211W,Nucleus,3,train
YPL213W,Nucleus,3,train
YPL217C,Nucleus,3,train
YPL221W,Membrane_Secretory,1,test
YPL222W,Mitochondria,2,test
YPL226W,Nucleus,3,train
YPL273W,Nucleus,3,test
YPL274W,Membrane_Secretory,1,train
YPL280W,Cytoplasm,0,train
YNL045W,Nucleus,3,test
YPL236C,Membrane_Secretory,1,test
YPR056W,Nucleus,3,test
YOL003C,Membrane_Secretory,1,train
YDL201W,Nucleus,3,test
YOL092W,Membrane_Secretory,1,train
YOR223W,Membrane_Secretory,1,train
YOR281C,Cytoplasm,0,train
YDL132W,Nucleus,3,train
YLR106C,Nucleus,3,train
YOR272W,Nucleus,3,test
YPR029C,Membrane_Secretory,1,train
YDR167W,Nucleus,3,train
YOR275C,Nucleus,3,train
YPR032W,Membrane_Secretory,1,train
YOL095C,Mitochondria,2,train
YDR253C,Nucleus,3,train
YOR081C,Membrane_Secretory,1,train
YPL253C,Nucleus,3,train
YDL209C,Nucleus,3,train
YPL250C,Other,4,train
YPR045C,Nucleus,3,test
YOR144C,Nucleus,3,train
YPL069C,Cytoplasm,0,train
YPL157W,Nucleus,3,train
YDL166C,Nucleus,3,train
YOR226C,Mitochondria,2,test
YPL254W,Nucleus,3,train
YDL193W,Nucleus,3,train
YOL151W,Nucleus,3,train
YDR027C,Mitochondria,2,train
YPL146C,Nucleus,3,train
YDL157C,Mitochondria,2,train
YPL164C,Nucleus,3,train
YLR035C-A,Nucleus,3,train
YPL166W,Other,4,train
YDL033C,Mitochondria,2,train
YOR006C,Nucleus,3,train
YLR135W,Nucleus,3,train
YDR021W,Nucleus,3,train
YLR115W,Nucleus,3,train
YOR228C,Mitochondria,2,train
YNL284C-B,Nucleus,3,train
YOR192C-B,Nucleus,3,train
YLR330W,Other,4,train
YOR007C,Cytoplasm,0,train
YOR173W,Cytoplasm,0,train
YDL005C,Nucleus,3,train
YLR110C,Membrane_Secretory,1,test
YDL153C,Nucleus,3,train
YGR027W-B,Nucleus,3,train
YDL149W,Mitochondria,2,train
YPL233W,Nucleus,3,train
YOL146W,Nucleus,3,train
YOR001W,Nucleus,3,test
YLR087C,Mitochondria,2,train
YDR213W,Nucleus,3,train
YDL100C,Membrane_Secretory,1,train
YDR063W,Nucleus,3,train
YDL003W,Nucleus,3,train
YDR381W,Nucleus,3,train
YOL054W,Nucleus,3,train
YLL023C,Membrane_Secretory,1,train
YOR108W,Mitochondria,2,train
YLR144C,Cytoplasm,0,train
YGR109W-A,Cytoplasm,0,train
YDR060W,Nucleus,3,test
YPR062W,Nucleus,3,train
YPR048W,Mitochondria,2,train
YPL252C,Mitochondria,2,train
YLR116W,Nucleus,3,train
YPR007C,Nucleus,3,train
YDL099W,Cytoplasm,0,train
YBR012W-B,Nucleus,3,train
YOR119C,Cytoplasm,0,train
YLL058W,Cytoplasm,0,train
YPL006W,Membrane_Secretory,1,train
YPR149W,Membrane_Secretory,1,train
YLR132C,Nucleus,3,train
YPL212C,Nucleus,3,train
YPL198W,Cytoplasm,0,train
YOR156C,Nucleus,3,train
YLR129W,Nucleus,3,train
YDL059C,Nucleus,3,train
YPL089C,Nucleus,3,test
YDL091C,Cytoplasm,0,train
YPL004C,Other,4,train
YOL100W,Nucleus,3,test
YOR106W,Membrane_Secretory,1,train
YOR138C,Nucleus,3,train
YPL144W,Cytoplasm,0,train
YOR171C,Membrane_Secretory,1,train
YDR016C,Nucleus,3,train
YLR093C,Membrane_Secretory,1,train
YOR273C,Membrane_Secretory,1,train
YLR108C,Nucleus,3,train
YPR046W,Nucleus,3,test
YDR507C,Cytoplasm,0,test
YOL061W,Cytoplasm,0,test
YLR086W,Nucleus,3,train
YGR038C-B,Nucleus,3,train
YOR109W,Cytoplasm,0,train
YOL103W-B,Nucleus,3,train
YOR093C,Mitochondria,2,train
YDL111C,Nucleus,3,train
YPL242C,Cytoplasm,0,train
YPR037C,Membrane_Secretory,1,train
YOL111C,Nucleus,3,train
YLL009C,Mitochondria,2,train
YOL083W,Other,4,train
YPL011C,Nucleus,3,train
YDL138W,Membrane_Secretory,1,train
YLR121C,Membrane_Secretory,1,train
YOR285W,Mitochondria,2,train
YPL007C,Nucleus,3,test
YLR117C,Nucleus,3,train
YPR031W,Nucleus,3,train
YDL207W,Nucleus,3,train
YGR161C-D,Nucleus,3,test
YOL112W,Cytoplasm,0,test
YLR376C,Nucleus,3,train
YOR040W,Mitochondria,2,train
YPR070W,Nucleus,3,test
YOR087W,Membrane_Secretory,1,train
YDL217C,Mitochondria,2,train
YOR159C,Nucleus,3,train
YOL152W,Membrane_Secretory,1,test
YDL139C,Nucleus,3,train
YOR004W,Nucleus,3,train
YPL001W,Nucleus,3,train
YOR174W,Nucleus,3,train
YPL249C,Cytoplasm,0,test
YLR052W,Nucleus,3,train
YOL117W,Nucleus,3,test
YLR295C,Mitochondria,2,train
YDR055W,Membrane_Secretory,1,train
YDL035C,Membrane_Secretory,1,test
YOL066C,Cytoplasm,0,test
YOR230W,Nucleus,3,test
YPL255W,Other,4,test
YOL104C,Nucleus,3,train
YLL022C,Nucleus,3,train
YPL149W,Other,4,test
YOR311C,Nucleus,3,test
YOL125W,Nucleus,3,train
YOR141C,Nucleus,3,train
YDL031W,Nucleus,3,train
YLR080W,Membrane_Secretory,1,test
YOL093W,Nucleus,3,train
YPR028W,Membrane_Secretory,1,train
YOR288C,Other,4,test
YPR034W,Nucleus,3,train
YOL091W,Other,4,train
YPL257W-B,Nucleus,3,train
YOR110W,Nucleus,3,train
YOR083W,Nucleus,3,train
YPL151C,Nucleus,3,train
YOR308C,Nucleus,3,train
YDR022C,Cytoplasm,0,test
YPR067W,Mitochondria,2,train
YLR143W,Cytoplasm,0,train
YPR023C,Nucleus,3,test
YOR023C,Nucleus,3,test
YDL010W,Membrane_Secretory,1,train
YLR127C,Nucleus,3,train
YDL204W,Membrane_Secretory,1,train
YLR018C,Nucleus,3,train
YDR214W,Cytoplasm,0,train
YDL019C,Membrane_Secretory,1,test
YLR100W,Membrane_Secretory,1,train
YDR026C,Nucleus,3,test
YDR368W,Cytoplasm,0,train
YLR197W,Nucleus,3,train
YPL152W,Cytoplasm,0,train
YOL147C,Membrane_Secretory,1,train
YOL124C,Cytoplasm,0,test
YPL235W,Other,4,train
YLR084C,Membrane_Secretory,1,train
YOR086C,Membrane_Secretory,1,train
YDL216C,Nucleus,3,train
YDR034C-D,Nucleus,3,train
YLL051C,Membrane_Secretory,1,test
YDL175C,Nucleus,3,train
YOR287C,Nucleus,3,train
YPL002C,Membrane_Secretory,1,test
YDR013W,Nucleus,3,train
YBL005W-B,Nucleus,3,test
YBL100W-B,Nucleus,3,test
YDR017C,Cytoplasm,0,train
YPR018W,Nucleus,3,train
YOR310C,Nucleus,3,test
YOR343W-B,Nucleus,3,train
YOR322C,Membrane_Secretory,1,test
YDR255C,Cytoplasm,0,train
YLR085C,Nucleus,3,train
YDL156W,Nucleus,3,train
YOR090C,Mitochondria,2,train
YDL110C,Nucleus,3,train
YPR072W,Nucleus,3,train
YOL149W,Cytoplasm,0,train
YDL161W,Membrane_Secretory,1,train
YPR016C,Nucleus,3,train
YLR151C,Membrane_Secretory,1,train
YPR049C,Membrane_Secretory,1,train
YLR145W,Nucleus,3,test
YPL009C,Cytoplasm,0,train
YMR162C,Membrane_Secretory,1,train
YDR093W,Membrane_Secretory,1,train
YDR038C,Membrane_Secretory,1,train
YOL012C,Nucleus,3,train
YOR291W,Membrane_Secretory,1,train
YPR030W,Nucleus,3,train
YLR440C,Membrane_Secretory,1,train
YML125C,Membrane_Secretory,1,train
YLR381W,Nucleus,3,train
YLR383W,Nucleus,3,train
YPL012W,Nucleus,3,train
YLL018C-A,Mitochondria,2,train
YJL136C,Cytoplasm,0,test
YGR085C,Nucleus,3,train
YGR169C-A,Nucleus,3,train
YGR027C,Cytoplasm,0,train
YAL044W-A,Mitochondria,2,test
YBL059C-A,Mitochondria,2,test
YJL062W-A,Mitochondria,2,test
YCL005W-A,Membrane_Secretory,1,train
YDR079C-A,Nucleus,3,train
YOR167C,Cytoplasm,0,train
YKR095W-A,Nucleus,3,train
YBL071W-A,Nucleus,3,train
YMR244C-A,Nucleus,3,train
YHR072W-A,Nucleus,3,train
YBR111W-A,Cytoplasm,0,test
YIL082W-A,Nucleus,3,test
YGL226C-A,Membrane_Secretory,1,train
YDR397C,Nucleus,3,test
YOL009C,Mitochondria,2,train
YOR069W,Membrane_Secretory,1,train
YOR142W-B,Nucleus,3,train
YCL057C-A,Mitochondria,2,train
YLR119W,Membrane_Secretory,1,test
YOL062C,Other,4,train
YDL015C,Membrane_Secretory,1,train
YDL148C,Nucleus,3,test
YOR111W,Cytoplasm,0,test
YOR145C,Nucleus,3,train
YIL082W,Cytoplasm,0,test
YDR057W,Membrane_Secretory,1,train
YOR129C,Other,4,train
YDR210C-D,Nucleus,3,train
YPL169C,Nucleus,3,train
YDR487C,Nucleus,3,train
YLR262C,Membrane_Secretory,1,train
YLR138W,Membrane_Secretory,1,train
YMR112C,Nucleus,3,test
YOR165W,Membrane_Secretory,1,train
YPL158C,Cytoplasm,0,train
YOR213C,Nucleus,3,test
YGR109W-B,Nucleus,3,train
YOR163W,Nucleus,3,train
YOR152C,Membrane_Secretory,1,train
YNL054W-B,Nucleus,3,train
YDL232W,Membrane_Secretory,1,train
YOL123W,Nucleus,3,train
YDL128W,Membrane_Secretory,1,train
YOR115C,Membrane_Secretory,1,test
YLR316C,Nucleus,3,train
YCR020W-B,Nucleus,3,train
Q0115,Mitochondria,2,train
Q0070,Mitochondria,2,test
YNL083W,Mitochondria,2,train
YLR437C,Nucleus,3,train
YPL183W-A,Mitochondria,2,train
YOR304C-A,Cytoplasm,0,train
YEL039C,Mitochondria,2,train
YIL111W,Mitochondria,2,test
YHR051W,Mitochondria,2,train
YHR008C,Mitochondria,2,test
Q0080,Mitochondria,2,train
YDL130W-A,Mitochondria,2,train
Q0140,Mitochondria,2,train
R0040C,Nucleus,3,train
Q0160,Mitochondria,2,train
YCL018W,Cytoplasm,0,train
YJL189W,Cytoplasm,0,train
YIL078W,Cytoplasm,0,train
YDR268W,Mitochondria,2,train
YML099C,Nucleus,3,train
YBR021W,Membrane_Secretory,1,train
YPL078C,Mitochondria,2,train
YGL147C,Cytoplasm,0,train
YLR344W,Cytoplasm,0,train
YFR032C-A,Cytoplasm,0,test
YLR061W,Cytoplasm,0,train
YAL039C,Mitochondria,2,test
YGR191W,Membrane_Secretory,1,test
YKL178C,Membrane_Secretory,1,train
YBR120C,Mitochondria,2,test
YIR021W,Mitochondria,2,train
YHR037W,Mitochondria,2,train
YGR094W,Mitochondria,2,train
YNL277W,Cytoplasm,0,train
YLR142W,Mitochondria,2,train
YBL076C,Cytoplasm,0,train
YDR298C,Mitochondria,2,test
YNL138W-A,Nucleus,3,test
YJL190C,Cytoplasm,0,train
YHR010W,Cytoplasm,0,test
YDL075W,Cytoplasm,0,train
YLR406C,Cytoplasm,0,test
YLL052C,Membrane_Secretory,1,train
YDL247W,Membrane_Secretory,1,train
YJR160C,Membrane_Secretory,1,train
YKR103W,Membrane_Secretory,1,test
YIL172C,Cytoplasm,0,test
YJR094W-A,Cytoplasm,0,train
YLR287C-A,Cytoplasm,0,train
YOR182C,Cytoplasm,0,train
YBL072C,Cytoplasm,0,train
YER102W,Cytoplasm,0,train
YDL083C,Cytoplasm,0,test
YDL184C,Cytoplasm,0,train
YDL133C-A,Cytoplasm,0,train
YER153C,Mitochondria,2,test
YJL133W,Mitochondria,2,test
YGR222W,Mitochondria,2,train
YDL044C,Mitochondria,2,train
YJL129C,Membrane_Secretory,1,train
YML021C,Nucleus,3,test
YML116W,Membrane_Secretory,1,train
YLR081W,Membrane_Secretory,1,train
YFL036W,Mitochondria,2,train
YGL205W,Membrane_Secretory,1,test
YOL108C,Nucleus,3,train
YKL138C,Mitochondria,2,train
YDL069C,Mitochondria,2,train
YJL151C,Membrane_Secretory,1,train
YPL104W,Mitochondria,2,train
YJR152W,Membrane_Secretory,1,train
YOR348C,Membrane_Secretory,1,train
YGR008C,Mitochondria,2,train
YDR389W,Cytoplasm,0,train
YCR075C,Membrane_Secretory,1,train
YBL040C,Membrane_Secretory,1,train
YER040W,Nucleus,3,train
YLR393W,Mitochondria,2,train
YOL140W,Mitochondria,2,train
YBR003W,Mitochondria,2,train
YBR140C,Cytoplasm,0,test
YOL081W,Cytoplasm,0,train
YMR286W,Mitochondria,2,train
YPL271W,Mitochondria,2,test
YIR023W,Nucleus,3,train
YOR336W,Other,4,train
YKR099W,Nucleus,3,train
YER142C,Nucleus,3,train
YJL180C,Mitochondria,2,test
YMR282C,Mitochondria,2,train
YJL063C,Mitochondria,2,test
YKR085C,Mitochondria,2,test
YGR171C,Mitochondria,2,train
YHL021C,Mitochondria,2,train
YML063W,Cytoplasm,0,test
YGR076C,Mitochondria,2,train
YKR052C,Mitochondria,2,train
YKR053C,Membrane_Secretory,1,train
YHR014W,Nucleus,3,test
YJR077C,Mitochondria,2,train
YGR148C,Cytoplasm,0,train
YMR220W,Cytoplasm,0,train
YOL023W,Mitochondria,2,test
YLR069C,Mitochondria,2,train
YOR201C,Mitochondria,2,train
YCR036W,Nucleus,3,train
YCR069W,Membrane_Secretory,1,train
YCR063W,Nucleus,3,train
YGL010W,Membrane_Secretory,1,train
YCR024C,Mitochondria,2,train
YCR032W,Membrane_Secretory,1,train
YCR067C,Membrane_Secretory,1,train
YCL028W,Nucleus,3,train
YCR011C,Membrane_Secretory,1,train
YCL064C,Mitochondria,2,train
YCR045C,Other,4,train
YCL001W,Membrane_Secretory,1,train
YCL037C,Cytoplasm,0,train
YCL004W,Mitochondria,2,train
YCL052C,Membrane_Secretory,1,train
YCL069W,Membrane_Secretory,1,train
YCL073C,Membrane_Secretory,1,train
YCR028C,Membrane_Secretory,1,train
YCR044C,Membrane_Secretory,1,train
YCR046C,Mitochondria,2,train
YCR048W,Membrane_Secretory,1,test
YCR082W,Nucleus,3,test
YKR034W,Nucleus,3,train
YPL160W,Cytoplasm,0,test
YJL139C,Membrane_Secretory,1,train
YDR123C,Nucleus,3,train
YMR267W,Mitochondria,2,test
YKR050W,Membrane_Secretory,1,test
YER044C-A,Nucleus,3,test
