gene_id,length,log_length,n_term_hydrophobic,n_term_positive,n_term_aliphatic
YMR232W,677,2.8305886686851442,0.3,0.24,0.16
YLR199C,276,2.4409090820652177,0.5,0.1,0.28
YLR201C,260,2.414973347970818,0.4,0.22,0.26
YLR213C,422,2.625312450961674,0.46,0.06,0.26
YLR218C,96,1.9822712330395684,0.26,0.1,0.2
YLR285W,261,2.416640507338281,0.42,0.16,0.22
YLR290C,277,2.4424797690644486,0.4,0.14,0.26
YLR361C,578,2.761927838420529,0.62,0.12,0.46
YLR364W,109,2.037426497940624,0.48,0.1,0.28
YLR221C,220,2.342422680822206,0.22,0.22,0.18
YLR237W,598,2.776701183988411,0.48,0.14,0.26
YLR238W,478,2.6794278966121188,0.28,0.18,0.14
YLR239C,328,2.515873843711679,0.34,0.2,0.2
YLR408C,122,2.0863598306747484,0.42,0.14,0.26
YPR100W,140,2.146128035678238,0.42,0.18,0.26
YPR101W,175,2.2430380486862944,0.4,0.24,0.28
YPR109W,294,2.4683473304121573,0.36,0.14,0.28
YPR116W,277,2.4424797690644486,0.4,0.24,0.26
YLR345W,509,2.7067177823367587,0.38,0.18,0.26
YLR266C,701,2.8457180179666586,0.28,0.3,0.12
YLR324W,523,2.718501688867274,0.3,0.14,0.24
YLR454W,2628,3.419625360887743,0.64,0.1,0.44
YLR453C,395,2.59659709562646,0.42,0.24,0.32
YLR164W,168,2.225309281725863,0.46,0.16,0.22
YLR165C,254,2.404833716619938,0.46,0.16,0.2
YLR187W,1026,3.0111473607757975,0.42,0.18,0.2
YDR349C,596,2.7752462597402365,0.46,0.04,0.3
YDR358W,557,2.745855195173729,0.4,0.16,0.28
YDR361C,283,2.45178643552429,0.22,0.12,0.2
YDR371W,511,2.708420900134713,0.44,0.18,0.34
YDR377W,101,2.0043213737826426,0.56,0.18,0.38
YLR426W,326,2.513217600067939,0.64,0.06,0.52
YLR427W,670,2.8260748027008264,0.26,0.18,0.14
YPR156C,622,2.7937903846908188,0.26,0.08,0.14
YPR118W,411,2.6138418218760693,0.46,0.1,0.34
YPR143W,250,2.3979400086720375,0.18,0.26,0.1
YPR152C,465,2.667452952889954,0.2,0.26,0.08
YLR241W,782,2.893206753059848,0.44,0.14,0.34
YLR253W,569,2.7551122663950713,0.46,0.2,0.28
YLR254C,189,2.2764618041732443,0.38,0.06,0.34
YDR314C,692,2.840106094456758,0.22,0.14,0.14
YDR315C,281,2.44870631990508,0.4,0.1,0.28
YDR316W,471,2.673020907128896,0.34,0.24,0.22
YDR330W,500,2.6989700043360187,0.5,0.02,0.36
YDR332W,689,2.8382192219076257,0.4,0.14,0.36
YLR307W,301,2.4785664955938436,0.5,0.04,0.26
YLR387C,432,2.635483746814912,0.38,0.18,0.2
YPR079W,381,2.5809249756756194,0.44,0.2,0.36
YPR082C,143,2.155336037465062,0.48,0.16,0.36
YPR094W,107,2.0293837776852097,0.32,0.2,0.2
YPR097W,1073,3.030599721965951,0.38,0.14,0.22
YLR414C,263,2.419955748489758,0.56,0.08,0.4
YDL063C,620,2.792391689498254,0.32,0.22,0.24
YDL076C,294,2.4683473304121573,0.22,0.14,0.14
YDL085W,545,2.7363965022766426,0.42,0.24,0.2
YDL112W,1436,3.1571544399062814,0.42,0.06,0.36
YDL119C,307,2.4871383754771865,0.42,0.16,0.3
YDL121C,149,2.173186268412274,0.54,0.12,0.4
YDL238C,489,2.6893088591236203,0.42,0.2,0.26
YLL007C,665,2.8228216453031045,0.36,0.22,0.26
YLL034C,837,2.92272545799326,0.26,0.22,0.24
YLR019W,397,2.598790506763115,0.2,0.28,0.12
YLR035C,695,2.8419848045901137,0.44,0.1,0.32
YLR073C,200,2.3010299956639813,0.46,0.14,0.34
YOL008W,207,2.315970345456918,0.46,0.24,0.3
YOL017W,714,2.8536982117761744,0.38,0.22,0.24
YOL019W,551,2.741151598851785,0.48,0.08,0.3
YOL026C,113,2.05307844348342,0.38,0.02,0.26
YOL048C,342,2.534026106056135,0.32,0.22,0.22
YOL073C,322,2.507855871695831,0.6,0.08,0.38
YOL080C,289,2.4608978427565478,0.32,0.16,0.24
YOL130W,859,2.9339931638312424,0.26,0.16,0.14
YOL132W,471,2.673020907128896,0.52,0.12,0.34
YOL158C,606,2.782472624166286,0.22,0.16,0.2
YOR011W,1394,3.144262773761991,0.38,0.06,0.22
YOR051C,412,2.6148972160331345,0.3,0.24,0.2
YOR060C,257,2.4099331233312946,0.36,0.14,0.26
YOR071C,598,2.776701183988411,0.48,0.12,0.28
YOR179C,188,2.27415784926368,0.28,0.16,0.22
YOR192C,599,2.7774268223893115,0.48,0.14,0.26
YOR193W,376,2.575187844927661,0.3,0.1,0.16
YOR205C,556,2.7450747915820575,0.38,0.18,0.26
YOR247W,210,2.322219294733919,0.46,0.0,0.34
YOR262W,347,2.5403294747908736,0.46,0.06,0.24
YOR267C,759,2.8802417758954806,0.28,0.24,0.12
YOR286W,149,2.173186268412274,0.4,0.22,0.26
YOR293W,105,2.0211892990699383,0.4,0.2,0.3
YOR353C,791,2.8981764834976764,0.3,0.14,0.24
YOR356W,631,2.8000293592441343,0.38,0.2,0.26
YOR378W,515,2.711807229041191,0.38,0.12,0.28
YOR382W,153,2.184691430817599,0.46,0.06,0.34
YOR384W,694,2.841359470454855,0.5,0.16,0.38
YOR388C,376,2.575187844927661,0.34,0.14,0.3
YOR390W,375,2.574031267727719,0.48,0.1,0.3
YOR391C,237,2.374748346010104,0.42,0.16,0.24
YPL189W,609,2.784617292632875,0.4,0.18,0.24
YPL196W,273,2.436162647040756,0.3,0.16,0.18
YPL199C,240,2.380211241711606,0.24,0.2,0.2
YPL208W,583,2.765668554759014,0.5,0.1,0.36
YPL219W,492,2.6919651027673606,0.32,0.08,0.18
YPL224C,484,2.6848453616444123,0.38,0.16,0.26
YPL260W,551,2.741151598851785,0.36,0.14,0.28
YPL279C,375,2.574031267727719,0.48,0.1,0.3
YOR091W,345,2.537819095073274,0.26,0.3,0.14
YOR002W,544,2.73559889969818,0.58,0.1,0.34
YDL021W,311,2.4927603890268375,0.38,0.16,0.26
YOR034C,749,2.8744818176994666,0.34,0.08,0.3
YOL129W,184,2.2648178230095364,0.52,0.14,0.32
YDR056C,205,2.311753861055754,0.52,0.06,0.42
YOR271C,327,2.514547752660286,0.42,0.14,0.28
YPR006C,575,2.7596678446896306,0.32,0.2,0.2
YLR051C,217,2.3364597338485296,0.36,0.06,0.32
YDL089W,484,2.6848453616444123,0.38,0.1,0.28
YOR079C,313,2.4955443375464483,0.52,0.06,0.4
YDL036C,462,2.6646419755561257,0.44,0.14,0.32
YLR095C,812,2.9095560292411755,0.36,0.16,0.26
YLR034C,473,2.6748611407378116,0.48,0.08,0.3
YDR020C,232,2.3654879848909,0.42,0.14,0.38
YDR263C,430,2.6334684555795866,0.48,0.16,0.34
YLR107W,404,2.606381365110605,0.42,0.18,0.32
YOR320C,491,2.6910814921229687,0.48,0.24,0.32
YOR166C,458,2.660865478003869,0.3,0.22,0.2
YLR102C,265,2.423245873936808,0.36,0.18,0.14
YDL131W,440,2.6434526764861874,0.32,0.04,0.16
YOR164C,312,2.494154594018443,0.36,0.2,0.3
YPL230W,391,2.5921767573958667,0.24,0.16,0.16
YLR066W,184,2.2648178230095364,0.52,0.04,0.3
YDR312W,453,2.656098202012832,0.36,0.26,0.26
YDR162C,236,2.3729120029701067,0.34,0.1,0.28
YDL004W,160,2.204119982655925,0.44,0.14,0.36
YOR147W,622,2.7937903846908188,0.48,0.22,0.32
YOR162C,810,2.90848501887865,0.26,0.14,0.16
YOL089C,1030,3.012837224705172,0.3,0.06,0.16
YDR018C,396,2.597695185925512,0.44,0.16,0.34
YOR279C,310,2.4913616938342726,0.34,0.16,0.24
YPR040W,356,2.5514499979728753,0.42,0.16,0.22
YOR022C,715,2.8543060418010806,0.46,0.18,0.24
YLR057W,849,2.928907690243953,0.52,0.08,0.4
YLR047C,686,2.8363241157067516,0.52,0.18,0.36
YOL105C,556,2.7450747915820575,0.46,0.08,0.36
YOR009W,487,2.6875289612146345,0.5,0.04,0.46
YOR114W,294,2.4683473304121573,0.4,0.18,0.26
YOR154W,587,2.7686381012476144,0.44,0.1,0.38
YPR020W,115,2.060697840353612,0.4,0.12,0.34
YOR216C,484,2.6848453616444123,0.34,0.22,0.2
YLL055W,531,2.725094521081469,0.46,0.1,0.34
YPL246C,262,2.4183012913197457,0.6,0.08,0.38
YOR227W,1246,3.095518042323151,0.3,0.22,0.22
YOR221C,360,2.5563025007672873,0.38,0.12,0.28
YPR009W,268,2.428134794028789,0.36,0.1,0.24
YOR100C,327,2.514547752660286,0.36,0.12,0.26
YOL060C,706,2.8488047010518036,0.5,0.16,0.34
YLR092W,893,2.9508514588885464,0.26,0.06,0.12
YDR032C,198,2.296665190261531,0.5,0.1,0.44
YLR154C,110,2.041392685158225,0.32,0.16,0.14
YDL146W,491,2.6910814921229687,0.42,0.1,0.3
YLR118C,227,2.3560258571931225,0.46,0.12,0.3
YDR384C,275,2.439332693830263,0.36,0.04,0.24
YDL098C,194,2.287801729930226,0.3,0.18,0.22
YLL003W,946,2.975891136401793,0.32,0.12,0.2
YLL061W,583,2.765668554759014,0.34,0.14,0.2
YOR130C,292,2.4653828514484184,0.46,0.12,0.34
YDR066C,196,2.292256071356476,0.44,0.08,0.34
YOL076W,796,2.900913067737669,0.38,0.16,0.26
YOR032C,434,2.637489729512511,0.32,0.08,0.18
YDL018C,225,2.3521825181113627,0.48,0.06,0.26
YOR084W,387,2.5877109650189114,0.28,0.2,0.18
YDL046W,173,2.2380461031287955,0.58,0.06,0.4
YDR169C,513,2.7101173651118162,0.42,0.1,0.28
YLL014W,108,2.03342375548695,0.48,0.08,0.38
YDL135C,202,2.305351369446624,0.28,0.14,0.2
YOL002C,317,2.5010592622177517,0.4,0.24,0.3
YDR071C,191,2.2810333672477277,0.48,0.1,0.32
YOR016C,207,2.315970345456918,0.5,0.08,0.36
YOR112W,761,2.8813846567705728,0.44,0.1,0.24
YPL168W,430,2.6334684555795866,0.4,0.18,0.24
YPR021C,902,2.9552065375419416,0.36,0.16,0.22
YOR150W,163,2.2121876044039577,0.46,0.26,0.36
YDR383C,238,2.376576957056512,0.4,0.08,0.32
YOR315W,346,2.5390760987927767,0.34,0.22,0.18
YPL244C,339,2.530199698203082,0.56,0.04,0.36
YLL062C,324,2.510545010206612,0.46,0.12,0.3
YMR113W,427,2.630427875025024,0.38,0.14,0.34
YDR411C,341,2.5327543789924976,0.5,0.14,0.3
YMR185W,981,2.9916690073799486,0.38,0.14,0.28
YPR008W,694,2.841359470454855,0.32,0.22,0.2
YIL156W-B,73,1.863322860120456,0.42,0.16,0.34
YDR119W-A,66,1.8195439355418688,0.48,0.14,0.32
YGR271C-A,233,2.367355921026019,0.36,0.3,0.28
YDR379C-A,79,1.8976270912904414,0.36,0.26,0.24
YBR058C-A,80,1.9030899869919435,0.36,0.18,0.24
YLR099W-A,87,1.9395192526186185,0.3,0.02,0.26
YLR367W,130,2.113943352306837,0.44,0.18,0.34
YHR199C-A,73,1.863322860120456,0.42,0.18,0.32
YJR005C-A,93,1.9684829485539352,0.26,0.28,0.22
YER074W-A,85,1.9294189257142929,0.5,0.1,0.38
YER048W-A,94,1.9731278535996988,0.34,0.18,0.14
YBL091C-A,175,2.2430380486862944,0.42,0.22,0.28
YPR057W,341,2.5327543789924976,0.42,0.14,0.32
YOR319W,213,2.3283796034387376,0.4,0.12,0.3
YOR107W,309,2.4899584794248346,0.36,0.18,0.26
YOR160W,972,2.9876662649262746,0.38,0.06,0.3
YOR030W,619,2.791690649020118,0.5,0.2,0.34
YOL087C,1116,3.04766419460156,0.4,0.08,0.28
YDR051C,334,2.5237464668115646,0.32,0.18,0.24
YOR222W,307,2.4871383754771865,0.52,0.06,0.34
YOL088C,277,2.4424797690644486,0.48,0.1,0.34
YOR324C,602,2.7795964912578244,0.4,0.16,0.2
YDR014W,647,2.8109042806687006,0.38,0.12,0.24
YLR065C,181,2.2576785748691846,0.5,0.18,0.4
YOL101C,312,2.494154594018443,0.24,0.16,0.14
YHR132W-A,131,2.1172712956557644,0.34,0.18,0.2
YDR261C-C,440,2.6434526764861874,0.28,0.14,0.22
YER055C,297,2.4727564493172123,0.44,0.18,0.36
YML024W,136,2.1335389083702174,0.34,0.28,0.28
YHL038C,630,2.7993405494535817,0.34,0.2,0.16
Q0050,834,2.921166050637739,0.56,0.08,0.4
Q0055,854,2.931457870689005,0.56,0.08,0.4
YKL194C,462,2.6646419755561257,0.42,0.18,0.24
YJL209W,654,2.815577748324267,0.46,0.24,0.32
YNR045W,489,2.6893088591236203,0.34,0.3,0.18
YDR522C,502,2.7007037171450192,0.46,0.14,0.28
YMR257C,800,2.9030899869919438,0.34,0.3,0.22
YCR018C,221,2.3443922736851106,0.24,0.26,0.16
YDL227C,586,2.767897616018091,0.42,0.06,0.36
YNL097C-B,40,1.6020599913279625,0.325,0.15,0.15
YDR471W,136,2.1335389083702174,0.48,0.26,0.36
YHR214C-C,478,2.6794278966121188,0.3,0.14,0.24
YLR256W-A,440,2.6434526764861874,0.28,0.16,0.22
YLR410W-A,438,2.6414741105040997,0.36,0.12,0.24
YER039C,249,2.3961993470957363,0.52,0.06,0.36
YML132W,379,2.578639209968072,0.4,0.16,0.24
YMR242C,172,2.2355284469075487,0.46,0.24,0.26
YOR312C,172,2.2355284469075487,0.46,0.24,0.26
YAR010C,440,2.6434526764861874,0.28,0.14,0.22
YPR137C-A,440,2.6434526764861874,0.28,0.14,0.22
YOR142W-A,440,2.6434526764861874,0.3,0.14,0.24
YPR158W-A,440,2.6434526764861874,0.3,0.14,0.24
YFL002W-B,438,2.6414741105040997,0.36,0.12,0.24
YGR161W-A,438,2.6414741105040997,0.36,0.12,0.24
YDR316W-A,440,2.6434526764861874,0.3,0.14,0.24
YER159C-A,440,2.6434526764861874,0.3,0.14,0.24
YGR161C-C,440,2.6434526764861874,0.3,0.14,0.24
YLR035C-B,440,2.6434526764861874,0.3,0.14,0.24
YMR051C,440,2.6434526764861874,0.3,0.14,0.24
YDR365W-A,440,2.6434526764861874,0.28,0.14,0.22
YER137C-A,440,2.6434526764861874,0.28,0.14,0.22
YLR157C-A,440,2.6434526764861874,0.28,0.14,0.22
YPL257W-A,440,2.6434526764861874,0.28,0.14,0.22
YJR026W,440,2.6434526764861874,0.26,0.16,0.22
YLR227W-A,440,2.6434526764861874,0.26,0.16,0.22
YML040W,440,2.6434526764861874,0.26,0.16,0.22
YCL066W,175,2.2430380486862944,0.38,0.32,0.24
YCL067C,210,2.322219294733919,0.42,0.12,0.28
YCR097W,126,2.100370545117563,0.38,0.06,0.28
YPR166C,115,2.060697840353612,0.48,0.22,0.26
YNL188W,433,2.6364878963533656,0.28,0.2,0.14
YDR447C,136,2.1335389083702174,0.34,0.28,0.28
YDR197W,389,2.5899496013257077,0.52,0.12,0.38
YDR414C,362,2.558708570533166,0.58,0.08,0.38
YIL136W,393,2.5943925503754266,0.4,0.12,0.34
YGL017W,503,2.7015679850559273,0.42,0.16,0.2
YAL008W,198,2.296665190261531,0.5,0.18,0.3
YLR392C,518,2.714329759745233,0.44,0.1,0.3
YHR028C,818,2.912753303671323,0.5,0.18,0.4
YMR225C,98,1.9912260756924949,0.48,0.14,0.32
YMR013C,519,2.715167357848458,0.36,0.16,0.2
YOR307C,453,2.656098202012832,0.3,0.2,0.14
YIL119C,407,2.60959440922522,0.34,0.04,0.18
YMR281W,304,2.482873583608754,0.5,0.22,0.36
YCR023C,611,2.7860412102425545,0.58,0.1,0.3
YCR007C,239,2.3783979009481375,0.36,0.06,0.24
YCL048W,463,2.6655809910179533,0.5,0.22,0.32
YCL020W,438,2.6414741105040997,0.36,0.12,0.24
YCL038C,528,2.722633922533812,0.4,0.08,0.26
YCL056C,144,2.1583624920952498,0.48,0.1,0.38
YCL058C,152,2.1818435879447726,0.46,0.1,0.28
YCR106W,832,2.920123326290724,0.28,0.26,0.22
YCR021C,332,2.5211380837040362,0.52,0.1,0.32
YMR152W,365,2.5622928644564746,0.4,0.06,0.34
YKL003C,131,2.1172712956557644,0.48,0.14,0.4
YGL142C,616,2.7895807121644256,0.58,0.18,0.34
YKL167C,137,2.1367205671564067,0.4,0.22,0.28
YNL316C,334,2.5237464668115646,0.42,0.08,0.28
YMR064W,518,2.714329759745233,0.46,0.26,0.28
YOR017W,800,2.9030899869919438,0.36,0.16,0.22
YEL045C,141,2.14921911265538,0.52,0.18,0.32
YER132C,1753,3.243781916093795,0.5,0.1,0.34
YDL167C,719,2.8567288903828825,0.48,0.1,0.38
YJL044C,458,2.660865478003869,0.4,0.18,0.28
YKL039W,523,2.718501688867274,0.4,0.16,0.22
YKL037W,118,2.0718820073061255,0.48,0.14,0.32
YCR024C-A,40,1.6020599913279625,0.6,0.125,0.475
YJR095W,322,2.507855871695831,0.46,0.2,0.34
YER009W,125,2.0969100130080562,0.32,0.06,0.18
YPR198W,543,2.734799829588847,0.58,0.06,0.48
YBL066C,1148,3.059941888061955,0.22,0.24,0.1
YKL187C,750,2.8750612633917,0.54,0.12,0.4
YKL183W,306,2.48572142648158,0.4,0.18,0.2
YKL105C,1132,3.0538464268522527,0.4,0.08,0.32
YBL001C,104,2.0170333392987803,0.48,0.12,0.34
YKL142W,219,2.3404441148401185,0.34,0.16,0.3
YKL064W,969,2.9863237770507656,0.24,0.3,0.12
YKL051W,353,2.5477747053878224,0.66,0.06,0.28
YKL221W,473,2.6748611407378116,0.36,0.14,0.26
YKL208W,271,2.432969290874406,0.3,0.26,0.22
YKL084W,116,2.0644579892269186,0.34,0.2,0.24
YKL047W,516,2.7126497016272113,0.42,0.12,0.24
YKR030W,273,2.436162647040756,0.32,0.16,0.16
YKR044W,443,2.6464037262230695,0.44,0.14,0.34
YKR049C,133,2.123851640967086,0.4,0.18,0.26
YKR105C,582,2.7649229846498886,0.38,0.04,0.3
YDR441C,181,2.2576785748691846,0.44,0.12,0.22
YGR174C,147,2.167317334748176,0.48,0.1,0.32
YBL092W,130,2.113943352306837,0.32,0.42,0.2
YBR033W,919,2.9633155113861114,0.22,0.26,0.12
YBR054W,344,2.53655844257153,0.48,0.1,0.32
YBR056W,501,2.699837725867246,0.32,0.2,0.2
YBR104W,329,2.5171958979499744,0.4,0.1,0.28
YBR008C,548,2.738780558484369,0.3,0.16,0.24
YBR240C,450,2.6532125137753435,0.28,0.28,0.14
YBR241C,488,2.6884198220027105,0.42,0.1,0.32
YBR298C,614,2.788168371141168,0.28,0.18,0.2
YBR297W,468,2.670245853074124,0.26,0.26,0.16
YBL095W,270,2.4313637641589874,0.6,0.08,0.38
YBL089W,459,2.6618126855372615,0.56,0.06,0.34
YBL036C,257,2.4099331233312946,0.4,0.14,0.38
YBR016W,128,2.1072099696478683,0.2,0.1,0.06
YBR052C,210,2.322219294733919,0.46,0.08,0.38
YBR151W,316,2.499687082618404,0.28,0.18,0.22
YBR194W,123,2.089905111439398,0.26,0.26,0.2
YBR210W,142,2.1522883443830567,0.42,0.06,0.36
YBR230C,134,2.1271047983648077,0.3,0.18,0.26
YBR238C,731,2.8639173769578603,0.44,0.2,0.22
YBR255W,694,2.841359470454855,0.28,0.18,0.18
YBR266C,150,2.1760912590556813,0.28,0.1,0.22
YBR293W,474,2.6757783416740852,0.44,0.04,0.28
YBR162W-A,65,1.8129133566428557,0.36,0.26,0.24
YHR039C,644,2.808885867359812,0.42,0.1,0.3
YHR002W,357,2.552668216112193,0.24,0.16,0.16
YHR019C,554,2.74350976472843,0.42,0.12,0.26
YHR091C,643,2.808210972924222,0.38,0.18,0.16
YHL036W,546,2.7371926427047373,0.38,0.06,0.24
YHL029C,679,2.8318697742805017,0.34,0.24,0.24
YHL028W,605,2.781755374652469,0.36,0.06,0.28
YHL017W,532,2.7259116322950483,0.38,0.1,0.26
YHL014C,405,2.6074550232146687,0.44,0.08,0.28
YHL008C,627,2.7972675408307164,0.52,0.08,0.42
YHR032W,581,2.7641761323903307,0.28,0.1,0.18
YHR038W,230,2.361727836017593,0.4,0.16,0.26
YHR048W,514,2.710963118995276,0.3,0.14,0.26
YHR067W,280,2.4471580313422194,0.46,0.24,0.24
YHR087W,111,2.0453229787866576,0.44,0.08,0.3
YHR097C,366,2.5634810853944106,0.3,0.1,0.14
YHR103W,852,2.9304395947667,0.3,0.18,0.2
YHR110W,212,2.3263358609287517,0.44,0.14,0.36
YHR136C,148,2.1702617153949575,0.34,0.12,0.2
YHR140W,239,2.3783979009481375,0.52,0.1,0.34
YHR150W,579,2.762678563727436,0.36,0.14,0.3
YHR151C,526,2.7209857441537393,0.54,0.02,0.34
YHR156C,340,2.5314789170422554,0.16,0.2,0.12
YHR159W,504,2.7024305364455254,0.28,0.2,0.18
YHR185C,237,2.374748346010104,0.34,0.14,0.2
YHR198C,321,2.5065050324048723,0.28,0.24,0.14
YHR199C,310,2.4913616938342726,0.4,0.2,0.3
YDR079W,111,2.0453229787866576,0.52,0.12,0.26
YOR266W,423,2.6263403673750423,0.48,0.18,0.4
YNL270C,573,2.75815462196739,0.26,0.1,0.2
YJL174W,276,2.4409090820652177,0.52,0.06,0.34
YER061C,442,2.645422269349092,0.36,0.12,0.26
YAR031W,298,2.4742162640762553,0.36,0.24,0.16
YAL055W,180,2.255272505103306,0.4,0.14,0.28
YER007W,518,2.714329759745233,0.36,0.18,0.22
YER130C,443,2.6464037262230695,0.36,0.1,0.22
YER087W,576,2.7604224834232123,0.36,0.18,0.24
YEL064C,480,2.681241237375587,0.28,0.06,0.14
YEL059W,102,2.0086001717619175,0.58,0.04,0.3
YEL017W,337,2.5276299008713385,0.4,0.2,0.24
YEL007W,666,2.823474229170301,0.44,0.14,0.32
YEL001C,225,2.3521825181113627,0.52,0.06,0.38
YER057C,129,2.110589710299249,0.54,0.06,0.4
YER060W,528,2.722633922533812,0.28,0.14,0.18
YER064C,505,2.7032913781186614,0.22,0.28,0.14
YER077C,688,2.837588438235511,0.32,0.16,0.24
YER134C,178,2.250420002308894,0.4,0.1,0.24
YER185W,303,2.4814426285023052,0.56,0.12,0.42
YNL214W,199,2.298853076409707,0.46,0.08,0.3
YNL213C,214,2.330413773349191,0.36,0.24,0.26
YIL057C,164,2.214843848047698,0.26,0.24,0.14
YMR140W,489,2.6893088591236203,0.22,0.14,0.14
YJL094C,873,2.94101424370557,0.56,0.06,0.34
YDR006C,901,2.954724790979063,0.3,0.1,0.14
YNR004W,146,2.164352855784437,0.42,0.14,0.34
YJR061W,935,2.9708116108725178,0.54,0.16,0.4
YIL166C,542,2.733999286538387,0.32,0.16,0.22
YIL158W,204,2.3096301674258988,0.54,0.14,0.42
YIL135C,436,2.639486489268586,0.3,0.12,0.12
YIL134W,311,2.4927603890268375,0.46,0.14,0.38
YIL108W,696,2.842609239610562,0.4,0.14,0.28
YIL052C,121,2.0827853703164503,0.34,0.28,0.24
YIL041W,326,2.513217600067939,0.36,0.1,0.26
YIL023C,346,2.5390760987927767,0.38,0.22,0.3
YIL020C,261,2.416640507338281,0.32,0.18,0.22
YIL019W,346,2.5390760987927767,0.26,0.14,0.14
YIR001C,250,2.3979400086720375,0.3,0.16,0.26
YIR014W,242,2.383815365980431,0.46,0.12,0.36
YDL107W,351,2.5453071164658243,0.48,0.2,0.22
YDR351W,864,2.936513742478893,0.32,0.22,0.2
YNL328C,146,2.164352855784437,0.56,0.08,0.44
YGR207C,261,2.416640507338281,0.48,0.16,0.34
YJL111W,550,2.7403626894942437,0.42,0.06,0.32
YFL055W,558,2.7466341989375787,0.4,0.14,0.3
YFL046W,207,2.315970345456918,0.4,0.2,0.24
YFL040W,540,2.7323937598229686,0.6,0.14,0.4
YFR041C,295,2.469822015978163,0.46,0.08,0.28
YFR048W,662,2.8208579894397,0.4,0.18,0.2
YGL170C,413,2.615950051656401,0.3,0.14,0.16
YGL168W,110,2.041392685158225,0.48,0.14,0.34
YJL116C,337,2.5276299008713385,0.48,0.14,0.36
YJL185C,293,2.4668676203541096,0.36,0.12,0.26
YJL170C,209,2.3201462861110542,0.42,0.18,0.18
YJL162C,583,2.765668554759014,0.32,0.18,0.26
YJL160C,287,2.4578818967339924,0.48,0.1,0.3
YJL147C,382,2.582063362911709,0.36,0.18,0.26
YJL131C,356,2.5514499979728753,0.38,0.24,0.2
YJL051W,822,2.9148718175400505,0.54,0.14,0.46
YJL023C,347,2.5403294747908736,0.4,0.2,0.24
YJL003W,118,2.0718820073061255,0.46,0.2,0.26
YJR003C,519,2.715167357848458,0.4,0.28,0.28
YJR008W,338,2.5289167002776547,0.4,0.18,0.3
YJR028W,440,2.6434526764861874,0.26,0.16,0.22
YJR044C,140,2.146128035678238,0.68,0.06,0.46
YJR080C,394,2.595496221825574,0.38,0.18,0.28
YJR100C,327,2.514547752660286,0.36,0.24,0.24
YJR111C,283,2.45178643552429,0.52,0.12,0.36
YJR116W,279,2.4456042032735974,0.54,0.08,0.34
YJR118C,203,2.307496037913213,0.6,0.04,0.4
YJR129C,339,2.530199698203082,0.34,0.16,0.24
YJR133W,209,2.3201462861110542,0.46,0.18,0.36
YJR134C,707,2.8494194137968996,0.28,0.22,0.22
YJR147W,358,2.5538830266438746,0.42,0.1,0.26
YJR149W,404,2.606381365110605,0.48,0.1,0.28
YJR161C,383,2.583198773968623,0.42,0.14,0.24
YPL040C,1002,3.000867721531227,0.42,0.26,0.3
YNL300W,102,2.0086001717619175,0.4,0.04,0.28
YNL295W,524,2.7193312869837265,0.28,0.24,0.18
YGR224W,613,2.787460474518415,0.22,0.16,0.16
YMR019W,949,2.977266212427293,0.52,0.2,0.42
YDL049C,268,2.428134794028789,0.56,0.08,0.4
YDR350C,684,2.835056101720116,0.44,0.16,0.28
YNR075W,374,2.5728716022004803,0.42,0.12,0.24
YGR213C,317,2.5010592622177517,0.52,0.14,0.38
YGL258W,206,2.3138672203691533,0.44,0.08,0.28
YGL250W,241,2.3820170425748683,0.32,0.08,0.28
YGL186C,579,2.762678563727436,0.28,0.18,0.2
YGL121C,126,2.100370545117563,0.44,0.06,0.32
YGL108C,140,2.146128035678238,0.24,0.32,0.14
YGL104C,486,2.6866362692622934,0.44,0.14,0.36
YGL096W,276,2.4409090820652177,0.42,0.14,0.22
YGL082W,381,2.5809249756756194,0.5,0.08,0.42
YGL056C,527,2.7218106152125467,0.28,0.12,0.16
YGR001C,248,2.3944516808262164,0.28,0.12,0.2
YGR004W,462,2.6646419755561257,0.26,0.18,0.22
YGR065C,593,2.7730546933642626,0.28,0.18,0.18
YGR067C,804,2.905256048748451,0.34,0.3,0.2
YGR077C,589,2.7701152947871015,0.44,0.12,0.36
YGR089W,936,2.9712758487381055,0.38,0.22,0.2
YGR096W,314,2.496929648073215,0.5,0.14,0.38
YGR131W,174,2.2405492482826,0.56,0.08,0.46
YGR141W,467,2.6693168805661123,0.5,0.16,0.32
YGR161C,263,2.419955748489758,0.38,0.28,0.26
YGR212W,468,2.670245853074124,0.44,0.2,0.34
YGR248W,255,2.406540180433955,0.44,0.14,0.32
YGR283C,341,2.5327543789924976,0.4,0.24,0.34
YGR288W,473,2.6748611407378116,0.24,0.22,0.16
YPR003C,754,2.8773713458697743,0.22,0.18,0.08
YMR016C,785,2.8948696567452528,0.24,0.06,0.14
YNR021W,404,2.606381365110605,0.44,0.08,0.24
YNR022C,139,2.143014800254095,0.42,0.24,0.3
YNR039C,605,2.781755374652469,0.42,0.02,0.24
YNR056C,561,2.7489628612561616,0.44,0.2,0.22
YNR065C,1116,3.04766419460156,0.36,0.08,0.22
YNR066C,436,2.639486489268586,0.5,0.04,0.34
YNL279W,661,2.82020145948564,0.48,0.12,0.36
YNL254C,401,2.603144372620182,0.26,0.26,0.2
YNL187W,357,2.552668216112193,0.4,0.12,0.24
